# Target Sample Rate: 479 Hz
# Max Device Sample Rate: 479 Hz
# Recording started at: 2026-06-14 18:07:43.007
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
5.057029,-4.816,0.582,1.044,4.962
5.066348,-4.832,0.677,0.966,4.974
5.074888,-4.788,0.716,0.842,4.914
5.079660,-4.665,0.782,0.745,4.788
5.079711,-4.628,0.808,0.727,4.754
5.081526,-4.594,0.830,0.707,4.721
5.083869,-4.560,0.848,0.686,4.688
5.089017,-4.521,0.860,0.667,4.650
5.089096,-4.483,0.877,0.647,4.613
5.090076,-4.439,0.880,0.630,4.569
5.092161,-4.386,0.880,0.614,4.516
5.097787,-4.330,0.872,0.600,4.458
5.097831,-4.268,0.852,0.585,4.391
5.098465,-4.193,0.828,0.572,4.312
5.100520,-4.115,0.792,0.557,4.227
5.104833,-4.027,0.749,0.541,4.132
5.104876,-3.933,0.705,0.525,4.030
5.106996,-3.830,0.660,0.508,3.920
5.109233,-3.724,0.621,0.492,3.807
5.114407,-3.618,0.587,0.473,3.695
5.114484,-3.511,0.560,0.454,3.585
5.115619,-3.412,0.547,0.434,3.483
5.117660,-3.317,0.538,0.409,3.385
5.123001,-3.229,0.534,0.387,3.296
5.125894,-2.997,0.512,0.316,3.057
5.132320,-2.930,0.494,0.289,2.985
5.134479,-2.773,0.429,0.157,2.811
5.147097,-2.753,0.420,0.094,2.786
5.149378,-2.787,0.266,-0.337,2.820
5.151441,-2.786,0.187,-0.403,2.821
5.156245,-2.782,0.098,-0.461,2.822
5.156269,-2.781,0.010,-0.516,2.828
5.157643,-2.781,-0.072,-0.562,2.838
5.159863,-2.772,-0.153,-0.599,2.840
5.164526,-2.756,-0.219,-0.632,2.836
5.164549,-2.737,-0.277,-0.651,2.827
5.166232,-2.711,-0.335,-0.661,2.811
5.171243,-2.678,-0.379,-0.662,2.785
5.171290,-2.638,-0.413,-0.654,2.749
5.173086,-2.596,-0.432,-0.640,2.709
5.174805,-2.551,-0.440,-0.617,2.661
5.181041,-2.503,-0.435,-0.588,2.608
5.183715,-2.339,-0.403,-0.472,2.419
5.185607,-2.275,-0.399,-0.436,2.351
5.190649,-2.210,-0.392,-0.405,2.281
5.190740,-2.139,-0.381,-0.378,2.206
5.191730,-2.064,-0.364,-0.354,2.125
5.197895,-1.983,-0.339,-0.334,2.039
5.200277,-1.403,-0.555,-0.204,1.522
5.206461,-1.238,-0.636,-0.158,1.401
5.208832,-0.826,-0.361,-0.150,0.914
5.213681,-0.720,-0.175,-0.177,0.762
5.213721,-0.638,-0.024,-0.197,0.668
5.214872,-0.558,0.076,-0.197,0.597
5.216930,-0.471,0.121,-0.179,0.518
5.222924,-0.367,0.106,-0.139,0.406
5.222951,-0.244,0.034,-0.080,0.259
5.223644,-0.095,-0.082,-0.005,0.126
5.225361,0.085,-0.204,0.074,0.233
5.234750,0.277,-0.315,0.157,0.448
5.238244,1.110,-0.546,0.441,1.314
5.240536,1.201,-0.557,0.471,1.405
5.243608,1.256,-0.567,0.497,1.465
5.248430,1.294,-0.595,0.519,1.516
5.250873,1.401,-0.988,0.628,1.826
5.257720,1.477,-1.266,0.684,2.062
5.269111,1.729,-2.415,0.927,3.111
5.272276,1.675,-3.158,1.195,3.769
5.274496,1.697,-3.286,1.242,3.902
5.276571,1.725,-3.383,1.281,4.008
5.279967,1.771,-3.479,1.313,4.119
5.280565,1.825,-3.543,1.343,4.205
5.283591,1.887,-3.566,1.367,4.260
5.284724,1.968,-3.564,1.384,4.300
5.290171,2.067,-3.561,1.401,4.349
5.293354,2.459,-3.550,1.422,4.547
5.304291,2.624,-3.509,1.394,4.598
5.308331,4.057,-1.411,0.078,4.296
5.315024,4.124,-1.026,-0.190,4.254
5.318895,4.159,-1.531,-0.480,4.457
5.322012,4.047,-1.099,-0.464,4.220
5.323937,3.865,-0.844,-0.436,3.980
5.325061,3.639,-0.557,-0.419,3.706
5.329561,3.366,-0.237,-0.390,3.396
5.329591,3.024,0.007,-0.348,3.044
5.332253,2.688,0.190,-0.286,2.709
5.333668,2.372,0.331,-0.204,2.404
5.339464,2.080,0.430,-0.115,2.128
5.341820,1.365,0.596,0.026,1.489
5.348520,1.223,0.606,0.036,1.365
5.356038,0.877,0.638,0.015,1.085
5.358770,0.677,0.560,-0.023,0.878
5.370113,0.612,0.527,-0.033,0.808
5.373620,0.248,0.324,-0.028,0.409
5.375735,0.201,0.290,-0.021,0.353
5.382703,0.160,0.257,-0.014,0.303
5.394794,0.045,0.157,0.006,0.163
5.396907,0.007,0.086,0.007,0.086
5.399112,0.005,0.073,0.008,0.074
5.401241,0.005,0.062,0.007,0.063
5.410137,0.004,0.055,0.010,0.056
5.413933,0.004,0.037,0.015,0.040
5.416501,0.004,0.037,0.016,0.040
5.418564,0.005,0.033,0.017,0.038
5.422007,0.005,0.032,0.017,0.036
5.423344,0.007,0.029,0.019,0.036
5.424615,0.008,0.025,0.017,0.031
5.432271,0.006,0.022,0.018,0.029
5.438868,0.010,0.018,0.016,0.026
5.441488,0.008,0.011,0.012,0.018
5.446591,0.011,0.014,0.012,0.021
5.446639,0.013,0.010,0.011,0.020
5.447900,0.013,0.007,0.011,0.019
5.449955,0.013,-0.001,0.010,0.016
5.456476,0.018,0.006,0.010,0.021
5.458600,0.022,0.001,0.010,0.024
5.466619,0.028,-0.001,0.010,0.030
5.469218,0.033,-0.010,0.007,0.035
5.474034,0.040,-0.010,0.008,0.042
5.474078,0.039,-0.011,0.010,0.042
5.475323,0.040,-0.015,0.008,0.044
5.478312,0.040,-0.016,0.008,0.044
5.480748,0.044,-0.018,0.008,0.048
5.481556,0.044,-0.021,0.008,0.049
5.483881,0.044,-0.021,0.011,0.050
5.486767,0.041,-0.024,0.010,0.049
5.487945,0.044,-0.028,0.011,0.053
5.490109,0.044,-0.032,0.010,0.055
5.492181,0.045,-0.032,0.008,0.056
5.494499,0.045,-0.030,0.010,0.055
5.496361,0.044,-0.030,0.010,0.054
5.498566,0.043,-0.034,0.011,0.056
5.500693,0.041,-0.034,0.011,0.055
5.505813,0.045,-0.038,0.012,0.060
5.505903,0.041,-0.039,0.008,0.057
5.507207,0.043,-0.039,0.010,0.059
5.509158,0.046,-0.036,0.010,0.060
5.513612,0.043,-0.034,0.010,0.055
5.513669,0.040,-0.039,0.010,0.057
5.515621,0.040,-0.040,0.011,0.058
5.517643,0.038,-0.034,0.011,0.052
5.520870,0.040,-0.038,0.011,0.056
5.521830,0.040,-0.036,0.010,0.055
5.524011,0.039,-0.036,0.011,0.054
5.526028,0.040,-0.036,0.011,0.055
5.528676,0.040,-0.035,0.011,0.055
5.530305,0.040,-0.034,0.012,0.054
5.532364,0.041,-0.033,0.012,0.054
5.534618,0.040,-0.032,0.012,0.053
5.536915,0.040,-0.030,0.012,0.052
5.538831,0.040,-0.030,0.013,0.052
5.541050,0.041,-0.028,0.013,0.052
5.545657,0.041,-0.026,0.011,0.050
5.545692,0.044,-0.026,0.013,0.052
5.547227,0.044,-0.024,0.015,0.052
5.549640,0.046,-0.019,0.015,0.052
5.551767,0.044,-0.026,0.015,0.053
5.553585,0.047,-0.010,0.015,0.051
5.555632,0.046,-0.017,0.016,0.052
5.557781,0.047,-0.018,0.016,0.053
5.561661,0.049,-0.015,0.016,0.053
5.562017,0.050,-0.015,0.017,0.055
5.564181,0.050,-0.012,0.016,0.054
5.566234,0.051,-0.012,0.017,0.055
5.569929,0.054,-0.007,0.017,0.057
5.570478,0.054,-0.013,0.017,0.058
5.572551,0.057,-0.010,0.016,0.060
5.574780,0.058,-0.011,0.017,0.062
5.579452,0.058,-0.010,0.017,0.062
5.583788,0.062,-0.007,0.018,0.065
5.588944,0.065,-0.006,0.018,0.067
5.591874,0.067,-0.002,0.019,0.070
5.597060,0.067,0.000,0.018,0.069
5.597113,0.068,0.005,0.019,0.071
5.598081,0.068,0.007,0.019,0.071
5.600395,0.069,0.007,0.021,0.073
5.606494,0.072,0.011,0.019,0.075
5.608612,0.077,0.012,0.021,0.080
5.614201,0.076,0.016,0.022,0.080
5.614269,0.078,0.017,0.022,0.083
5.615053,0.080,0.015,0.021,0.084
5.617055,0.083,0.017,0.023,0.088
5.623664,0.083,0.016,0.022,0.087
5.629643,0.090,0.011,0.023,0.094
5.629940,0.091,0.014,0.023,0.095
5.632363,0.093,0.011,0.024,0.096
5.634078,0.094,0.014,0.023,0.098
5.638470,0.094,0.011,0.022,0.097
5.647702,0.098,0.017,0.023,0.102
5.651157,0.101,0.018,0.021,0.105
5.656549,0.102,0.022,0.019,0.107
5.659505,0.106,0.021,0.018,0.110
5.665102,0.109,0.027,0.018,0.113
5.668414,0.115,0.028,0.019,0.120
5.674260,0.116,0.031,0.018,0.121
5.677116,0.124,0.031,0.019,0.130
5.681693,0.127,0.032,0.018,0.132
5.681725,0.128,0.028,0.019,0.133
5.683698,0.132,0.032,0.018,0.137
5.691721,0.134,0.036,0.017,0.140
5.701545,0.151,0.031,0.021,0.156
5.703963,0.176,0.033,0.019,0.180
5.705967,0.183,0.032,0.019,0.187
5.708077,0.187,0.031,0.019,0.190
5.710939,0.193,0.039,0.010,0.197
5.712326,0.197,0.037,0.013,0.200
5.714439,0.199,0.038,0.002,0.203
5.716506,0.203,0.032,0.012,0.206
5.719332,0.209,0.033,0.012,0.212
5.720762,0.215,0.033,0.015,0.218
5.723702,0.221,0.034,0.013,0.224
5.725001,0.231,0.040,0.013,0.235
5.728904,0.239,0.049,0.015,0.245
5.729460,0.247,0.054,0.017,0.253
5.731668,0.249,0.051,0.017,0.255
5.733597,0.254,0.053,0.017,0.260
5.742856,0.264,0.054,0.016,0.270
5.746346,0.287,0.050,0.017,0.292
5.748546,0.292,0.054,0.017,0.297
5.750509,0.297,0.055,0.016,0.302
5.757227,0.300,0.061,0.011,0.307
5.767409,0.300,0.050,0.013,0.305
5.787507,0.288,0.044,0.012,0.292
5.790874,0.219,0.036,0.023,0.223
5.793014,0.214,0.037,0.022,0.218
5.798846,0.210,0.038,0.022,0.215
5.801507,0.205,0.048,0.024,0.212
5.807352,0.208,0.048,0.024,0.214
5.810095,0.241,0.062,0.028,0.250
5.814509,0.270,0.071,0.033,0.281
5.814603,0.309,0.082,0.038,0.322
5.816721,0.357,0.100,0.051,0.374
5.818425,0.427,0.121,0.083,0.452
5.823266,0.519,0.170,0.166,0.571
5.823780,0.642,0.221,0.250,0.724
5.824706,0.818,0.271,0.303,0.914
5.826910,1.066,0.319,0.343,1.165
5.830635,1.465,0.306,0.379,1.543
5.830956,2.072,0.306,0.426,2.137
5.833058,2.818,0.429,0.529,2.899
5.837784,3.719,0.528,0.675,3.816
5.837812,4.693,0.717,0.876,4.827
5.839419,5.699,0.902,1.128,5.879
5.841541,6.711,1.004,1.352,6.919
5.848542,7.671,1.180,1.514,7.908
5.857556,10.491,2.253,1.779,10.876
5.865994,11.006,5.707,2.173,12.587
5.872359,10.683,7.051,3.178,13.188
5.875601,10.597,6.029,4.045,12.846
5.881074,10.625,5.641,4.255,12.760
5.884248,10.812,4.976,4.682,12.790
5.889593,10.849,4.892,4.779,12.825
5.892490,10.708,4.512,4.856,12.594
5.898419,10.565,4.266,4.762,12.349
5.900932,9.579,3.023,4.284,10.921
5.906007,9.151,2.554,4.019,10.315
5.906079,8.734,2.042,3.685,9.697
5.907308,8.317,1.505,3.269,9.063
5.909399,7.918,1.025,2.794,8.459
5.914885,7.542,0.657,2.282,7.907
5.914964,7.090,0.232,1.736,7.303
5.915898,6.090,-0.705,1.170,6.242
5.918205,4.716,-1.732,0.657,5.067
5.922642,3.253,-2.478,0.161,4.092
5.922717,1.724,-3.212,-0.270,3.655
5.924433,0.324,-3.992,-0.631,4.055
5.926887,-0.853,-4.640,-0.913,4.805
5.931400,-1.649,-5.031,-1.149,5.418
5.931478,-2.062,-5.152,-1.305,5.701
5.933027,-2.280,-4.897,-1.403,5.580
5.935310,-2.514,-4.300,-1.496,5.201
5.939464,-2.769,-3.610,-1.585,4.818
5.939501,-2.979,-2.976,-1.651,4.523
5.941152,-3.123,-2.436,-1.767,4.337
5.950096,-3.188,-2.001,-1.884,4.209
5.959214,-3.064,-1.130,-1.927,3.792
5.965786,-2.817,-0.817,-1.674,3.378
5.973147,-2.380,-1.112,-1.199,2.887
5.980506,-1.943,-1.190,-0.657,2.371
5.983772,-2.010,-1.471,-0.398,2.522
5.988773,-2.135,-1.573,-0.334,2.673
5.988830,-2.312,-1.663,-0.279,2.861
5.989761,-2.523,-1.735,-0.235,3.071
5.991908,-2.753,-1.793,-0.203,3.292
5.997790,-2.987,-1.820,-0.181,3.503
6.000442,-3.645,-1.722,-0.163,4.034
6.006927,-3.824,-1.626,-0.168,4.159
6.016037,-4.354,-1.215,-0.192,4.525
6.025873,-4.595,-0.983,-0.249,4.706
6.029843,-4.659,-0.881,-0.456,4.763
6.032090,-4.657,-0.856,-0.522,4.764
6.034296,-4.655,-0.825,-0.596,4.765
6.039341,-4.655,-0.788,-0.675,4.769
6.050870,-4.667,-0.661,-0.903,4.799
6.060597,-4.770,-0.414,-1.146,4.923
6.063945,-4.831,-0.113,-1.224,4.985
6.066248,-4.815,-0.052,-1.235,4.971
6.072878,-4.789,0.004,-1.246,4.949
6.080607,-4.609,0.226,-1.321,4.799
6.084114,-4.494,0.440,-1.439,4.739
6.090268,-4.475,0.515,-1.494,4.746
6.097647,-4.554,0.830,-1.748,4.948
6.105082,-4.734,1.013,-1.968,5.226
6.108542,-5.043,1.120,-2.299,5.655
6.113796,-5.111,1.114,-2.389,5.750
6.116778,-5.232,1.044,-2.629,5.947
6.121704,-5.236,1.015,-2.699,5.978
6.121749,-5.216,0.995,-2.761,5.985
6.123678,-5.177,0.976,-2.813,5.972
6.125458,-5.122,0.968,-2.853,5.942
6.129202,-5.052,0.967,-2.886,5.898
6.129483,-4.966,0.975,-2.907,5.837
6.131504,-4.875,0.982,-2.916,5.765
6.133708,-4.775,0.990,-2.918,5.682
6.138415,-4.676,1.004,-2.903,5.595
6.138472,-4.573,1.009,-2.876,5.496
6.140028,-4.466,1.011,-2.837,5.386
6.142108,-4.352,0.997,-2.793,5.266
6.147001,-4.233,0.974,-2.738,5.135
6.147077,-4.116,0.945,-2.675,4.999
6.148574,-3.998,0.919,-2.606,4.860
6.150725,-3.880,0.887,-2.524,4.713
6.155863,-3.767,0.859,-2.442,4.571
6.159119,-3.408,0.780,-2.220,4.141
6.163366,-3.279,0.754,-2.148,3.992
6.163629,-2.910,0.336,-2.071,3.588
6.165329,-2.180,-0.623,-1.893,2.953
6.167543,-1.367,-1.606,-1.621,2.661
6.172098,-0.935,-2.099,-1.367,2.674
6.172131,-0.973,-2.058,-1.212,2.579
6.173996,-1.241,-1.802,-1.190,2.491
6.175926,-1.485,-1.437,-1.238,2.408
6.180854,-1.599,-1.047,-1.320,2.323
6.180895,-1.598,-0.762,-1.421,2.270
6.183258,-1.544,-0.596,-1.485,2.224
6.195763,-1.485,-0.509,-1.498,2.170
6.199488,-1.376,-0.393,-1.106,1.808
6.207419,-1.458,-0.330,-1.089,1.849
6.210150,-1.570,-0.256,-1.034,1.897
6.216315,-1.553,-0.320,-1.026,1.889
6.225974,-1.516,-0.496,-1.030,1.899
6.228975,-1.366,-0.933,-1.020,1.944
6.231075,-1.266,-1.096,-0.970,1.935
6.233242,-1.152,-1.246,-0.904,1.923
6.239489,-1.025,-1.391,-0.835,1.919
6.241622,-0.638,-1.738,-0.580,1.941
6.249270,-0.485,-1.856,-0.505,1.983
6.256883,0.233,-2.427,-0.190,2.446
6.263498,1.048,-3.005,0.013,3.183
6.267321,1.845,-2.976,-0.036,3.501
6.273751,2.195,-2.833,-0.093,3.585
6.284361,3.933,-1.231,-0.599,4.164
6.288561,5.287,-1.005,-0.201,5.386
6.290477,5.483,-0.881,-0.092,5.554
6.292473,5.515,-0.657,-0.072,5.554
6.297786,5.389,-0.304,-0.113,5.399
6.301155,3.829,0.766,-0.121,3.907
6.306546,2.989,0.837,-0.018,3.104
6.309448,0.739,0.535,0.077,0.916
6.314999,0.512,0.479,0.061,0.704
6.320617,0.733,0.485,0.034,0.880
6.320700,0.843,0.494,0.022,0.977
6.322107,0.906,0.488,0.012,1.029
6.324559,0.920,0.473,-0.001,1.034
6.332008,0.878,0.463,-0.018,0.993
6.335016,0.416,0.336,-0.048,0.537
6.341585,0.341,0.307,-0.043,0.460
6.348321,0.259,0.253,-0.017,0.362
6.356570,0.198,0.168,0.002,0.259
6.364672,0.109,0.071,0.008,0.130
6.370801,0.066,0.036,0.012,0.076
6.370843,0.061,0.029,0.012,0.069
6.372874,0.061,0.025,0.015,0.067
6.375093,0.062,0.025,0.016,0.069
6.382888,0.066,0.023,0.017,0.072
6.390400,0.066,0.001,0.021,0.069
6.397737,0.046,0.001,0.016,0.049
6.400586,0.041,0.003,0.013,0.044
6.407061,0.036,0.000,0.013,0.039
6.414927,0.040,0.007,0.010,0.042
6.417475,0.047,0.006,0.008,0.049
6.421768,0.049,0.004,0.008,0.050
6.421828,0.054,0.000,0.008,0.054
6.423920,0.058,-0.002,0.007,0.059
6.425914,0.062,0.000,0.005,0.062
6.429021,0.065,-0.001,0.006,0.065
6.430065,0.068,-0.006,0.006,0.069
6.432351,0.073,-0.010,0.005,0.074
6.434239,0.077,-0.018,0.005,0.079
6.438754,0.080,-0.019,0.004,0.083
6.438837,0.083,-0.024,0.004,0.086
6.440993,0.088,-0.032,0.005,0.093
6.448444,0.090,-0.040,0.004,0.099
6.451821,0.101,-0.057,0.005,0.116
6.457330,0.101,-0.061,0.004,0.118
6.465746,0.109,-0.072,0.005,0.130
6.473595,0.110,-0.068,0.005,0.129
6.481397,0.110,-0.067,0.007,0.129
6.487476,0.106,-0.062,0.008,0.123
6.487612,0.104,-0.062,0.007,0.121
6.487694,0.101,-0.058,0.007,0.117
6.491382,0.100,-0.055,0.006,0.114
6.497684,0.099,-0.054,0.007,0.113
6.499847,0.094,-0.046,0.007,0.105
6.506512,0.093,-0.044,0.008,0.103
6.514005,0.091,-0.041,0.008,0.101
6.516775,0.089,-0.029,0.008,0.094
6.519551,0.087,-0.034,0.008,0.093
6.521017,0.087,-0.029,0.007,0.092
6.523610,0.087,-0.026,0.008,0.091
6.525217,0.085,-0.029,0.008,0.091
6.527358,0.085,-0.024,0.008,0.089
6.529452,0.087,-0.021,0.008,0.089
6.531600,0.082,-0.021,0.008,0.085
6.533681,0.083,-0.017,0.011,0.085
6.535952,0.082,-0.013,0.008,0.083
6.538085,0.082,-0.013,0.010,0.083
6.540162,0.082,-0.012,0.008,0.083
6.542234,0.080,-0.018,0.008,0.083
6.545085,0.082,-0.011,0.010,0.083
6.546422,0.082,-0.010,0.008,0.083
6.548525,0.083,0.003,0.007,0.083
6.550663,0.087,-0.001,0.008,0.087
6.552824,0.079,-0.011,0.010,0.081
6.554917,0.080,-0.006,0.010,0.081
6.556982,0.080,-0.011,0.010,0.082
6.559090,0.080,-0.008,0.011,0.082
6.561365,0.080,-0.010,0.011,0.082
6.563648,0.079,-0.008,0.012,0.081
6.565450,0.079,-0.006,0.011,0.080
6.567617,0.079,-0.007,0.012,0.080
6.571089,0.082,-0.005,0.012,0.083
6.571830,0.080,-0.007,0.013,0.082
6.574059,0.080,-0.004,0.013,0.082
6.576157,0.083,-0.002,0.013,0.084
6.582244,0.083,-0.002,0.013,0.084
6.584783,0.087,0.000,0.016,0.088
6.588611,0.089,0.003,0.017,0.091
6.588930,0.091,0.004,0.017,0.093
