# Target Sample Rate: 479 Hz
# Max Device Sample Rate: 479 Hz
# Recording started at: 2026-06-14 18:01:28.551
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.302103,0.238,-0.006,0.156,0.285
0.304383,0.235,-0.002,0.156,0.282
0.308609,0.234,-0.004,0.155,0.280
0.308673,0.231,0.001,0.154,0.278
0.310678,0.230,0.009,0.154,0.277
0.316630,0.227,0.018,0.154,0.275
0.318930,0.216,0.045,0.153,0.269
0.324780,0.215,0.055,0.149,0.267
0.324855,0.214,0.064,0.146,0.267
0.325311,0.213,0.072,0.142,0.266
0.327431,0.210,0.078,0.139,0.264
0.332126,0.207,0.087,0.134,0.261
0.332167,0.207,0.101,0.132,0.265
0.333740,0.208,0.111,0.128,0.268
0.335969,0.210,0.130,0.126,0.277
0.341082,0.214,0.132,0.124,0.280
0.341127,0.214,0.134,0.123,0.281
0.342172,0.216,0.145,0.121,0.287
0.344413,0.216,0.147,0.120,0.287
0.348984,0.220,0.160,0.116,0.296
0.349050,0.221,0.159,0.112,0.295
0.350972,0.219,0.165,0.106,0.294
0.352837,0.218,0.160,0.102,0.289
0.358148,0.221,0.160,0.096,0.290
0.358226,0.220,0.160,0.091,0.287
0.359382,0.220,0.156,0.087,0.284
0.361406,0.219,0.155,0.082,0.280
0.367087,0.220,0.153,0.077,0.279
0.369876,0.220,0.131,0.067,0.265
0.375467,0.219,0.125,0.063,0.260
0.378280,0.216,0.097,0.055,0.243
0.381780,0.213,0.084,0.052,0.235
0.383478,0.212,0.076,0.050,0.230
0.384574,0.209,0.064,0.049,0.224
0.386709,0.208,0.050,0.047,0.219
0.391150,0.203,0.035,0.046,0.211
0.391206,0.199,0.027,0.047,0.207
0.393102,0.196,0.022,0.049,0.203
0.395395,0.190,0.022,0.050,0.197
0.400477,0.181,0.024,0.049,0.189
0.400540,0.169,0.024,0.050,0.178
0.401723,0.158,0.034,0.052,0.170
0.404270,0.148,0.044,0.051,0.163
0.410389,0.142,0.049,0.050,0.158
0.417048,0.135,0.051,0.045,0.151
0.420691,0.172,0.031,0.035,0.179
0.425209,0.177,0.024,0.033,0.182
0.425282,0.172,0.018,0.032,0.176
0.427051,0.163,0.011,0.029,0.166
0.433755,0.148,0.004,0.026,0.150
0.443331,0.075,-0.045,0.006,0.087
0.453302,0.032,-0.071,-0.012,0.079
0.456682,-0.005,-0.084,-0.023,0.088
0.458703,-0.007,-0.079,-0.027,0.084
0.460783,-0.007,-0.078,-0.029,0.084
0.465832,-0.010,-0.073,-0.034,0.082
0.469229,0.001,-0.070,-0.042,0.081
0.474779,0.007,-0.066,-0.045,0.080
0.477762,0.025,-0.059,-0.051,0.082
0.483030,0.031,-0.054,-0.056,0.084
0.483092,0.034,-0.051,-0.060,0.086
0.484278,0.039,-0.051,-0.062,0.090
0.486130,0.040,-0.045,-0.067,0.091
0.490738,0.037,-0.048,-0.072,0.094
0.490787,0.034,-0.045,-0.075,0.094
0.492655,0.028,-0.044,-0.081,0.096
0.494703,0.017,-0.048,-0.083,0.097
0.498514,0.009,-0.044,-0.088,0.099
0.498918,-0.001,-0.051,-0.089,0.103
0.500965,-0.011,-0.059,-0.093,0.110
0.504181,-0.022,-0.068,-0.094,0.118
0.510479,-0.032,-0.075,-0.094,0.124
0.518973,-0.052,-0.092,-0.092,0.140
0.526991,-0.051,-0.090,-0.088,0.136
0.533273,-0.056,-0.086,-0.089,0.136
0.537302,-0.071,-0.095,-0.091,0.149
0.541758,-0.079,-0.111,-0.089,0.163
0.545656,-0.095,-0.131,-0.093,0.187
0.548412,-0.098,-0.130,-0.095,0.188
0.549732,-0.106,-0.138,-0.094,0.198
0.551914,-0.107,-0.140,-0.094,0.200
0.554193,-0.111,-0.148,-0.094,0.208
0.557275,-0.112,-0.149,-0.093,0.208
0.558204,-0.115,-0.149,-0.093,0.210
0.560341,-0.117,-0.144,-0.093,0.208
0.567057,-0.120,-0.153,-0.091,0.214
0.574952,-0.122,-0.154,-0.089,0.216
0.577233,-0.128,-0.155,-0.089,0.220
0.583701,-0.132,-0.149,-0.088,0.218
0.590946,-0.146,-0.153,-0.087,0.229
0.594154,-0.155,-0.144,-0.088,0.229
0.597679,-0.160,-0.148,-0.088,0.235
0.598368,-0.164,-0.149,-0.086,0.237
0.600538,-0.166,-0.153,-0.087,0.242
0.603616,-0.165,-0.150,-0.086,0.239
0.607386,-0.170,-0.151,-0.087,0.243
0.607448,-0.170,-0.156,-0.084,0.246
0.609074,-0.173,-0.162,-0.084,0.252
0.611203,-0.172,-0.161,-0.086,0.251
0.617395,-0.177,-0.170,-0.084,0.259
0.619605,-0.184,-0.175,-0.083,0.267
0.626008,-0.187,-0.178,-0.083,0.271
0.628100,-0.192,-0.193,-0.084,0.285
0.632988,-0.194,-0.194,-0.083,0.287
0.633037,-0.195,-0.195,-0.081,0.288
0.636448,-0.200,-0.203,-0.080,0.296
0.640354,-0.204,-0.203,-0.080,0.298
0.640893,-0.204,-0.206,-0.080,0.301
0.643839,-0.208,-0.211,-0.080,0.307
0.645013,-0.204,-0.206,-0.078,0.301
0.652013,-0.208,-0.211,-0.077,0.306
0.658825,-0.214,-0.188,-0.076,0.295
0.661831,-0.223,-0.191,-0.073,0.303
0.666748,-0.223,-0.187,-0.073,0.300
0.666795,-0.221,-0.191,-0.072,0.301
0.668426,-0.220,-0.186,-0.070,0.296
0.670543,-0.220,-0.182,-0.067,0.293
0.674779,-0.220,-0.180,-0.067,0.292
0.674882,-0.222,-0.177,-0.065,0.291
0.677028,-0.225,-0.171,-0.064,0.289
0.679283,-0.232,-0.177,-0.062,0.298
0.685399,-0.238,-0.176,-0.060,0.302
0.689643,-0.261,-0.199,-0.053,0.333
0.689688,-0.267,-0.203,-0.050,0.339
0.693323,-0.274,-0.209,-0.045,0.347
0.701575,-0.277,-0.206,-0.040,0.348
0.708023,-0.274,-0.202,-0.029,0.341
0.710460,-0.272,-0.208,-0.022,0.343
0.714989,-0.277,-0.224,-0.020,0.357
0.715042,-0.285,-0.235,-0.017,0.369
0.716918,-0.291,-0.243,-0.014,0.379
0.719016,-0.294,-0.249,-0.014,0.386
0.724169,-0.303,-0.265,-0.012,0.403
0.724206,-0.311,-0.271,-0.010,0.413
0.725383,-0.325,-0.282,-0.007,0.430
0.727484,-0.335,-0.288,0.010,0.442
0.732525,-0.342,-0.282,0.029,0.444
0.732595,-0.352,-0.296,0.038,0.461
0.734135,-0.357,-0.301,0.035,0.468
0.735949,-0.361,-0.309,0.024,0.476
0.740115,-0.368,-0.313,0.016,0.483
0.740303,-0.370,-0.314,0.006,0.485
0.743405,-0.379,-0.318,-0.003,0.494
0.744406,-0.383,-0.324,-0.010,0.502
0.747161,-0.391,-0.323,-0.017,0.507
0.748635,-0.398,-0.325,-0.022,0.514
0.751347,-0.409,-0.329,-0.022,0.525
0.752872,-0.418,-0.330,-0.025,0.533
0.757630,-0.436,-0.343,-0.027,0.556
0.757665,-0.449,-0.348,-0.031,0.569
0.759226,-0.468,-0.365,-0.034,0.595
0.761269,-0.482,-0.371,-0.042,0.610
0.764597,-0.497,-0.392,-0.049,0.635
0.765515,-0.511,-0.414,-0.054,0.660
0.767670,-0.524,-0.439,-0.060,0.686
0.769946,-0.530,-0.456,-0.066,0.702
0.772918,-0.534,-0.474,-0.071,0.717
0.774140,-0.526,-0.465,-0.080,0.707
0.776208,-0.523,-0.472,-0.084,0.709
0.782472,-0.517,-0.479,-0.091,0.710
0.784585,-0.476,-0.450,-0.109,0.664
0.786728,-0.457,-0.425,-0.115,0.635
0.790292,-0.437,-0.407,-0.121,0.609
0.790921,-0.419,-0.374,-0.127,0.576
0.793066,-0.398,-0.340,-0.132,0.540
0.795150,-0.377,-0.303,-0.138,0.503
0.798070,-0.354,-0.272,-0.141,0.468
0.799404,-0.333,-0.236,-0.143,0.433
0.801529,-0.310,-0.200,-0.147,0.397
0.805287,-0.283,-0.171,-0.148,0.363
0.805807,-0.260,-0.138,-0.152,0.331
0.807961,-0.234,-0.114,-0.152,0.301
0.810221,-0.211,-0.092,-0.150,0.275
0.812350,-0.182,-0.077,-0.150,0.248
0.815445,-0.154,-0.062,-0.149,0.223
0.816669,-0.128,-0.045,-0.147,0.200
0.818596,-0.104,-0.042,-0.146,0.183
0.824285,-0.079,-0.035,-0.142,0.166
0.827056,-0.024,-0.044,-0.135,0.144
0.832333,-0.008,-0.055,-0.132,0.143
0.832393,0.004,-0.072,-0.130,0.148
0.833372,0.015,-0.094,-0.127,0.159
0.835490,0.023,-0.122,-0.125,0.176
0.841227,0.029,-0.154,-0.119,0.197
0.844135,0.047,-0.260,-0.105,0.285
0.849781,0.051,-0.291,-0.102,0.312
0.852568,0.077,-0.385,-0.092,0.403
0.857927,0.091,-0.404,-0.089,0.424
0.857987,0.103,-0.424,-0.086,0.445
0.858897,0.116,-0.447,-0.082,0.469
0.860898,0.130,-0.459,-0.075,0.483
0.867277,0.146,-0.467,-0.072,0.494
0.869406,0.192,-0.490,-0.055,0.529
0.875179,0.205,-0.490,-0.048,0.533
0.875258,0.216,-0.490,-0.042,0.537
0.875940,0.230,-0.492,-0.044,0.545
0.877994,0.241,-0.489,-0.049,0.547
0.882504,0.251,-0.483,-0.053,0.546
0.882548,0.259,-0.478,-0.056,0.546
0.884374,0.268,-0.461,-0.059,0.536
0.887753,0.277,-0.456,-0.060,0.537
0.894692,0.282,-0.443,-0.061,0.529
0.901663,0.301,-0.384,-0.073,0.493
0.909515,0.310,-0.330,-0.091,0.462
0.912216,0.315,-0.269,-0.108,0.428
0.915457,0.318,-0.243,-0.110,0.415
0.915931,0.314,-0.239,-0.113,0.411
0.918185,0.319,-0.222,-0.113,0.405
0.920590,0.320,-0.210,-0.111,0.399
0.923660,0.319,-0.200,-0.113,0.393
0.924459,0.320,-0.191,-0.111,0.389
0.926705,0.319,-0.180,-0.114,0.383
0.928878,0.318,-0.175,-0.111,0.379
0.931708,0.313,-0.176,-0.113,0.376
0.932892,0.308,-0.171,-0.113,0.370
0.935054,0.299,-0.178,-0.111,0.366
0.940798,0.290,-0.180,-0.113,0.359
0.940857,0.279,-0.178,-0.115,0.350
0.941545,0.266,-0.186,-0.115,0.345
0.944655,0.251,-0.200,-0.113,0.340
0.949203,0.240,-0.208,-0.111,0.336
0.951930,0.199,-0.243,-0.104,0.331
0.956490,0.187,-0.250,-0.102,0.329
0.956530,0.176,-0.270,-0.095,0.336
0.958281,0.171,-0.269,-0.093,0.332
0.960531,0.165,-0.276,-0.086,0.333
0.966480,0.153,-0.291,-0.081,0.338
0.969017,0.132,-0.287,-0.071,0.324
0.974479,0.128,-0.281,-0.069,0.316
0.974545,0.124,-0.285,-0.069,0.318
0.975871,0.119,-0.283,-0.066,0.314
0.977592,0.116,-0.280,-0.065,0.310
0.982480,0.116,-0.276,-0.066,0.307
0.982530,0.115,-0.274,-0.064,0.304
0.984120,0.116,-0.268,-0.061,0.298
0.985878,0.119,-0.260,-0.059,0.292
0.989900,0.120,-0.258,-0.056,0.290
0.990521,0.124,-0.244,-0.055,0.279
0.992561,0.126,-0.239,-0.054,0.276
0.994744,0.128,-0.238,-0.053,0.276
0.999774,0.130,-0.236,-0.053,0.274
0.999820,0.130,-0.235,-0.051,0.273
1.000781,0.128,-0.227,-0.051,0.266
1.004273,0.126,-0.222,-0.051,0.261
1.008924,0.120,-0.213,-0.049,0.249
1.011666,0.098,-0.178,-0.047,0.209
1.016598,0.092,-0.164,-0.044,0.193
1.016655,0.088,-0.155,-0.045,0.184
1.017662,0.087,-0.142,-0.045,0.172
1.019702,0.094,-0.133,-0.045,0.169
1.023989,0.105,-0.117,-0.045,0.164
1.024362,0.122,-0.112,-0.043,0.172
1.026612,0.141,-0.094,-0.042,0.174
1.028850,0.159,-0.083,-0.038,0.183
1.032835,0.171,-0.077,-0.036,0.191
1.032911,0.177,-0.075,-0.033,0.195
1.034580,0.177,-0.075,-0.029,0.195
1.036641,0.171,-0.081,-0.025,0.191
1.041772,0.159,-0.083,-0.021,0.181
1.041829,0.143,-0.089,-0.018,0.170
1.043748,0.130,-0.090,-0.017,0.159
1.045022,0.115,-0.087,-0.016,0.145
1.048411,0.102,-0.086,-0.011,0.133
1.049276,0.089,-0.087,-0.010,0.125
1.051606,0.077,-0.078,-0.007,0.110
1.053905,0.066,-0.079,-0.006,0.104
1.057595,0.053,-0.086,-0.003,0.100
1.058073,0.045,-0.092,-0.001,0.102
1.060257,0.042,-0.087,0.001,0.096
1.066457,0.036,-0.084,0.002,0.092
1.074078,0.051,-0.022,0.005,0.056
1.076851,0.086,0.027,0.002,0.090
1.082740,0.102,0.044,0.002,0.111
1.085419,0.139,0.081,0.007,0.161
1.090427,0.148,0.094,0.008,0.176
1.090475,0.150,0.100,0.013,0.181
1.092119,0.155,0.105,0.018,0.188
1.094614,0.154,0.108,0.022,0.189
1.098268,0.152,0.106,0.027,0.187
1.098310,0.149,0.114,0.032,0.190
1.100201,0.143,0.119,0.035,0.189
1.102897,0.135,0.115,0.043,0.182
1.110931,0.122,0.122,0.046,0.179
1.119010,0.104,0.137,0.066,0.184
1.126724,0.113,0.164,0.076,0.213
1.132926,0.130,0.193,0.076,0.245
1.133078,0.135,0.198,0.076,0.251
1.134242,0.132,0.200,0.073,0.251
1.136403,0.133,0.208,0.073,0.257
1.141956,0.130,0.205,0.072,0.253
1.144797,0.117,0.193,0.068,0.236
1.149042,0.111,0.188,0.066,0.228
1.149172,0.105,0.184,0.061,0.221
1.150929,0.102,0.181,0.058,0.215
1.153041,0.099,0.178,0.056,0.212
1.158037,0.094,0.176,0.052,0.206
1.158087,0.093,0.178,0.050,0.207
1.159410,0.092,0.177,0.045,0.205
1.161518,0.091,0.175,0.045,0.202
1.165695,0.094,0.182,0.044,0.210
1.166341,0.098,0.193,0.044,0.221
1.168225,0.098,0.198,0.044,0.225
1.170406,0.098,0.199,0.044,0.226
1.175278,0.103,0.202,0.044,0.230
1.175357,0.104,0.211,0.046,0.240
1.176859,0.105,0.215,0.049,0.244
1.178959,0.105,0.215,0.054,0.245
1.183064,0.105,0.215,0.057,0.246
1.184086,0.106,0.215,0.061,0.248
1.184895,0.105,0.220,0.065,0.252
1.187335,0.103,0.224,0.069,0.256
1.192142,0.098,0.222,0.072,0.253
1.199033,0.087,0.237,0.076,0.264
1.201912,0.070,0.246,0.077,0.267
1.207851,0.064,0.257,0.077,0.275
1.217199,0.047,0.254,0.073,0.269
1.223795,0.032,0.293,0.056,0.300
1.227434,0.032,0.310,0.050,0.316
1.232926,0.033,0.309,0.051,0.315
1.235631,0.029,0.315,0.051,0.321
1.239564,0.029,0.312,0.051,0.317
1.239991,0.029,0.314,0.052,0.320
1.242012,0.028,0.319,0.055,0.325
1.244242,0.027,0.320,0.055,0.326
1.248598,0.026,0.316,0.057,0.323
1.248968,0.022,0.316,0.060,0.323
1.250996,0.021,0.320,0.061,0.327
1.252607,0.017,0.323,0.062,0.329
1.258405,0.012,0.321,0.063,0.328
1.261480,-0.004,0.326,0.063,0.332
1.266082,-0.011,0.320,0.063,0.326
1.266134,-0.018,0.315,0.062,0.322
1.267659,-0.026,0.312,0.065,0.319
1.269500,-0.027,0.313,0.062,0.320
1.273701,-0.027,0.324,0.062,0.331
1.273740,-0.029,0.324,0.062,0.331
1.275815,-0.029,0.329,0.062,0.336
1.277922,-0.028,0.343,0.061,0.350
1.281562,-0.035,0.351,0.058,0.357
1.282455,-0.040,0.357,0.060,0.364
1.284417,-0.047,0.364,0.057,0.372
1.286385,-0.055,0.378,0.054,0.385
1.291358,-0.067,0.375,0.054,0.385
1.291435,-0.079,0.391,0.050,0.402
1.293289,-0.088,0.398,0.046,0.410
1.295616,-0.098,0.411,0.045,0.424
1.299709,-0.107,0.420,0.041,0.436
1.299758,-0.113,0.426,0.039,0.443
1.301673,-0.118,0.434,0.036,0.451
1.308247,-0.121,0.442,0.035,0.460
1.310374,-0.118,0.461,0.038,0.477
1.312413,-0.115,0.465,0.039,0.481
1.315303,-0.112,0.469,0.044,0.484
1.318343,-0.107,0.472,0.051,0.486
1.325614,-0.106,0.473,0.055,0.488
1.333333,-0.113,0.470,0.074,0.490
1.335579,-0.123,0.468,0.084,0.491
1.342336,-0.128,0.467,0.085,0.491
1.349717,-0.137,0.464,0.091,0.493
1.352210,-0.145,0.478,0.087,0.507
1.356237,-0.146,0.485,0.085,0.514
1.356513,-0.148,0.494,0.080,0.521
1.358633,-0.153,0.505,0.076,0.533
1.361206,-0.159,0.516,0.072,0.544
1.368356,-0.162,0.527,0.066,0.555
1.374924,-0.199,0.562,0.051,0.598
1.377721,-0.237,0.574,0.040,0.622
1.381893,-0.253,0.572,0.039,0.626
1.381943,-0.267,0.579,0.036,0.639
1.384313,-0.283,0.582,0.035,0.648
1.386043,-0.293,0.585,0.032,0.655
1.391629,-0.302,0.590,0.028,0.663
1.391698,-0.308,0.600,0.024,0.675
1.392733,-0.310,0.608,0.019,0.683
1.394913,-0.304,0.610,0.015,0.681
1.399823,-0.293,0.617,0.012,0.683
1.399884,-0.274,0.627,0.010,0.684
1.400871,-0.254,0.630,0.011,0.680
1.407887,-0.228,0.638,0.012,0.677
1.416085,-0.131,0.629,0.036,0.644
1.418144,-0.083,0.601,0.061,0.610
1.425092,-0.072,0.580,0.076,0.590
1.433715,-0.074,0.555,0.079,0.565
1.441677,-0.082,0.500,0.074,0.512
1.443826,-0.067,0.467,0.085,0.479
1.449013,-0.036,0.451,0.093,0.462
1.449572,-0.018,0.437,0.095,0.448
1.451535,0.000,0.434,0.096,0.444
1.456461,0.020,0.436,0.096,0.447
1.460301,0.078,0.447,0.089,0.463
1.465201,0.093,0.452,0.084,0.469
1.468935,0.126,0.481,0.067,0.502
1.474070,0.131,0.486,0.061,0.507
1.477051,0.147,0.502,0.039,0.525
1.483138,0.149,0.492,0.032,0.515
1.485861,0.158,0.474,0.017,0.500
1.492109,0.161,0.465,0.013,0.493
1.494366,0.180,0.440,0.011,0.475
1.500355,0.186,0.431,0.012,0.470
1.500434,0.192,0.420,0.013,0.462
1.500574,0.196,0.411,0.015,0.455
1.503821,0.199,0.404,0.016,0.451
1.509273,0.204,0.396,0.015,0.446
1.516794,0.201,0.357,0.022,0.410
1.519307,0.191,0.324,0.036,0.378
1.524907,0.190,0.316,0.041,0.371
1.524962,0.185,0.307,0.047,0.361
1.525755,0.183,0.304,0.054,0.359
1.527853,0.179,0.292,0.060,0.347
1.532466,0.176,0.291,0.063,0.346
1.532531,0.174,0.286,0.066,0.341
1.534843,0.171,0.288,0.066,0.342
1.536515,0.166,0.280,0.068,0.333
1.540198,0.161,0.276,0.068,0.327
1.540601,0.159,0.276,0.067,0.326
1.543692,0.158,0.283,0.067,0.331
1.545189,0.153,0.280,0.066,0.326
1.548062,0.148,0.276,0.066,0.320
1.549318,0.148,0.274,0.065,0.318
1.551460,0.150,0.275,0.063,0.320
1.553644,0.147,0.268,0.061,0.311
1.558178,0.144,0.280,0.057,0.320
1.558245,0.146,0.275,0.054,0.316
1.559865,0.148,0.272,0.052,0.314
1.566406,0.150,0.283,0.047,0.324
1.568533,0.159,0.308,0.036,0.348
1.574533,0.164,0.316,0.034,0.358
1.574577,0.170,0.331,0.030,0.373
1.576607,0.179,0.353,0.022,0.396
1.582120,0.179,0.365,0.018,0.407
1.585435,0.182,0.387,0.004,0.428
1.592987,0.182,0.389,-0.000,0.429
1.601181,0.179,0.358,-0.016,0.400
1.608171,0.182,0.291,-0.018,0.344
1.610432,0.187,0.253,-0.018,0.315
1.616677,0.191,0.236,-0.018,0.304
1.619190,0.193,0.209,-0.014,0.285
1.624913,0.193,0.211,-0.010,0.287
1.624991,0.191,0.208,-0.009,0.282
1.625453,0.187,0.205,-0.005,0.278
1.627310,0.180,0.211,-0.004,0.277
1.632786,0.177,0.215,-0.000,0.279
1.632842,0.174,0.210,0.002,0.273
1.634089,0.176,0.210,0.006,0.274
1.635761,0.185,0.210,0.006,0.280
1.644487,0.192,0.203,0.010,0.279
1.652293,0.257,0.202,0.010,0.327
1.660844,0.234,0.162,-0.004,0.285
1.667889,0.169,0.140,-0.017,0.220
1.670167,0.131,0.117,-0.026,0.178
1.674436,0.126,0.109,-0.026,0.168
1.674493,0.120,0.109,-0.028,0.164
1.678148,0.122,0.119,-0.031,0.173
1.681609,0.127,0.122,-0.031,0.179
1.683363,0.132,0.137,-0.032,0.193
1.684591,0.142,0.140,-0.032,0.202
1.686865,0.154,0.158,-0.034,0.223
1.691184,0.163,0.159,-0.034,0.230
1.695830,0.186,0.172,-0.037,0.256
1.695868,0.192,0.170,-0.037,0.259
1.698068,0.203,0.181,-0.038,0.274
1.701554,0.213,0.181,-0.042,0.282
1.705313,0.214,0.175,-0.043,0.280
1.705573,0.213,0.172,-0.045,0.277
1.707639,0.207,0.161,-0.048,0.266
1.709755,0.198,0.150,-0.050,0.254
1.714993,0.193,0.147,-0.055,0.249
1.718261,0.144,0.101,-0.062,0.187
1.721959,0.125,0.082,-0.061,0.161
1.723426,0.110,0.066,-0.060,0.142
1.724577,0.093,0.053,-0.061,0.123
1.726672,0.082,0.034,-0.059,0.107
1.729668,0.071,0.027,-0.059,0.096
1.731416,0.066,0.017,-0.055,0.088
1.733494,0.061,0.012,-0.054,0.082
1.735613,0.058,0.007,-0.053,0.078
1.737830,0.059,0.001,-0.050,0.077
1.739624,0.064,-0.002,-0.050,0.081
1.741491,0.067,-0.005,-0.049,0.083
1.743766,0.073,-0.000,-0.049,0.088
1.746124,0.077,0.002,-0.047,0.090
1.748242,0.082,0.005,-0.047,0.094
1.750552,0.083,0.006,-0.047,0.096
1.752555,0.087,0.010,-0.045,0.099
1.754696,0.088,0.007,-0.045,0.099
1.756418,0.084,0.013,-0.045,0.097
1.758511,0.082,0.017,-0.047,0.096
1.760677,0.083,0.022,-0.047,0.098
1.764335,0.081,0.029,-0.048,0.098
1.764882,0.075,0.021,-0.047,0.090
1.766959,0.077,0.021,-0.049,0.094
1.769157,0.076,0.028,-0.050,0.095
1.772418,0.072,0.021,-0.051,0.091
1.773912,0.073,0.028,-0.051,0.094
1.776286,0.078,0.032,-0.054,0.100
1.777681,0.081,0.028,-0.054,0.101
1.783220,0.082,0.044,-0.054,0.108
1.786280,0.088,0.059,-0.059,0.121
1.791585,0.086,0.051,-0.060,0.117
1.794516,0.091,0.065,-0.061,0.127
1.798970,0.091,0.071,-0.061,0.130
1.799049,0.089,0.064,-0.061,0.126
1.800850,0.088,0.066,-0.062,0.127
1.805845,0.081,0.057,-0.060,0.116
1.805870,0.081,0.062,-0.060,0.118
