# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-03 19:34:15.382
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.936347,-0.6016,-0.1122,-2.6511,2.72
1.947378,-1.8256,0.2444,-2.6963,3.27
1.956773,-3.0920,0.4952,-2.9927,4.33
1.966511,-4.5715,0.4590,-2.7070,5.33
1.982368,-6.0232,0.6169,-2.3105,6.48
1.987171,-7.2943,0.8689,-2.7173,7.83
1.999578,-8.1275,1.7224,-3.1889,8.90
2.007366,-8.5110,2.7260,-3.6814,9.67
2.017337,-8.8254,3.9396,-3.7662,10.37
2.033336,-9.1983,5.0205,-3.4005,11.02
2.037617,-8.6351,5.1325,-3.7974,10.74
2.050488,-7.8446,4.0941,-3.8201,9.64
2.057778,-7.1307,2.7812,-3.3685,8.36
2.067816,-7.5378,0.5975,-3.8969,8.51
2.079761,-8.3344,-0.9665,-4.0246,9.31
2.087713,-9.4486,-1.5350,-3.5385,10.21
2.097478,-10.5090,-2.3941,-3.2697,11.26
2.108314,-10.0088,-2.6194,-3.9899,11.09
2.118147,-9.5734,-2.2516,-4.8983,10.99
2.130193,-9.5644,-2.4264,-4.2602,10.75
2.138489,-10.7096,-2.5342,-4.0640,11.73
2.148323,-11.6479,-2.4422,-4.6101,12.76
2.158326,-11.0535,-2.0552,-4.6784,12.18
2.168806,-9.9454,-1.5680,-5.0973,11.29
2.179602,-9.2738,-1.4141,-6.2949,11.30
2.188820,-7.7417,-2.5496,-2.5175,8.53
2.199224,-3.4875,-0.9617,-1.9343,4.10
2.209106,1.4580,0.3236,9.2241,9.34
2.219084,1.7889,-0.1183,-0.2793,1.81
2.230255,1.0018,2.0406,-10.2179,10.47
2.238914,2.5685,6.8430,-11.9502,14.01
2.249625,6.1307,12.8348,-9.6882,17.21
2.259762,7.2568,15.8589,-4.6484,18.05
2.269779,5.5544,16.0686,0.1215,17.00
2.279806,0.2580,10.8970,3.5144,11.45
2.290160,-0.8795,-0.1301,0.6983,1.13
2.299596,-1.6082,-4.9819,0.9400,5.32
2.313357,-3.8287,-5.5853,3.6331,7.68
2.320088,-5.8748,-4.8348,1.1428,7.69
2.331453,-8.4446,-1.9933,-2.3940,9.00
2.343936,-10.1349,1.2224,-3.9147,10.93
2.350847,-10.7793,1.9826,-0.1508,10.96
2.368144,-6.4731,0.1220,-1.2150,6.59
2.370629,-1.6634,-0.4020,-3.0263,3.48
2.380740,1.8797,0.4419,-1.7449,2.60
2.390957,3.3643,1.2326,-0.1777,3.59
2.400767,1.3518,1.1008,-0.1870,1.75
2.414151,-0.1183,0.6075,-0.5168,0.81
2.421228,-1.0616,0.0117,-0.6028,1.22
2.431292,-1.6339,-0.1570,-0.9636,1.90
2.441869,-1.4414,0.0959,-1.1884,1.87
2.451924,-0.4966,0.2825,-0.9301,1.09
2.467054,1.0191,0.6759,-0.3255,1.27
2.473010,2.3666,0.9656,0.2434,2.57
2.481955,2.5872,0.7072,0.6045,2.75
2.492425,1.8738,0.0326,0.8380,2.05
2.501932,1.4247,-0.3578,0.5928,1.58
2.520624,1.0896,-0.1327,0.6857,1.29
