# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-03 19:35:49.181
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.495515,-9.0232,5.3518,-3.7463,11.14
4.502134,-7.9825,4.7024,-3.8154,10.02
4.512652,-5.9531,5.2466,-3.5820,8.71
4.522057,-4.6000,6.2696,-3.4708,8.52
4.532562,-5.5022,6.8344,-4.0418,9.66
4.546541,-7.5315,7.2570,-5.1007,11.64
4.552978,-8.9523,6.4823,-5.5767,12.38
4.564326,-9.3462,5.8147,-7.2554,13.18
4.573152,-9.4806,6.1612,-7.3375,13.48
4.584271,-10.0076,4.6853,-8.6075,14.01
4.596027,-10.5411,1.7166,-8.9452,13.93
4.604627,-11.5009,0.8492,-9.9093,15.20
4.613274,-12.4226,1.9711,-10.1765,16.18
4.629156,-12.8566,2.0194,-9.7028,16.23
4.633481,-13.0767,4.0042,-9.9811,16.93
4.645982,-11.8519,7.1069,-4.9438,14.68
4.653718,-13.7676,3.7449,-9.4403,17.11
4.664791,-12.0406,3.9084,1.0644,12.70
4.678968,-3.3234,4.6461,0.4719,5.73
4.684364,3.2522,4.7970,-1.8086,6.07
4.695076,5.9313,4.4482,-3.7657,8.32
4.704372,6.0178,6.9727,-7.1022,11.63
4.714479,6.2884,13.4196,-10.5154,18.17
4.728956,8.4359,14.6677,-5.2639,17.72
4.734505,6.6160,5.5106,-0.7217,8.64
4.745803,4.3523,-0.1449,2.9249,5.25
4.754876,-0.9521,0.5474,1.5345,1.89
4.764822,-5.0595,2.5679,-0.0488,5.67
4.779234,-8.0809,1.9076,-0.4330,8.31
4.785378,-9.4675,0.3535,-0.6836,9.50
4.796004,-9.0793,-0.4360,-0.7696,9.12
4.805453,-7.3371,-1.3612,-0.3745,7.47
4.815761,-5.1848,-1.8680,1.0981,5.62
4.829782,-2.8597,-0.9627,1.7886,3.51
4.835801,0.4729,-0.0737,0.9503,1.06
4.846312,1.5867,0.8821,0.1118,1.82
4.856442,0.1129,1.0634,-0.6449,1.25
4.865726,-1.2543,1.3535,-1.5993,2.44
4.878546,-2.2469,1.6545,-2.4401,3.71
4.886376,-2.7311,0.5234,-2.6646,3.85
4.897027,-0.8560,-0.3858,-1.9251,2.14
4.906582,0.6002,0.0058,-1.0387,1.20
4.916670,1.6247,0.5553,-0.6459,1.83
4.930294,1.6583,0.8418,-0.1811,1.87
4.936970,0.7441,0.9949,0.0752,1.24
4.946858,-0.1520,0.3991,0.0762,0.43
4.962037,-0.2599,-0.2872,0.4371,0.58
4.967491,0.2038,-0.6025,-0.1075,0.65
4.978928,-0.1812,-0.7292,-0.3274,0.82
4.987187,-0.5901,-0.6927,0.1704,0.93
4.997440,-0.2803,-0.4503,0.3480,0.63
5.012676,0.3180,0.0310,0.2157,0.39
5.017566,0.5664,-0.0851,0.6205,0.84
5.029387,1.1753,0.0633,0.2630,1.21
5.037820,2.1453,0.4017,0.4023,2.22
5.047946,2.5986,0.7441,0.7024,2.79
