# Target Sample Rate: 479 Hz
# Max Device Sample Rate: 479 Hz
# Recording started at: 2026-06-14 18:12:38.872
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.315493,0.122,-0.100,0.084,0.179
0.317100,0.112,-0.100,0.085,0.173
0.319230,0.106,-0.100,0.084,0.168
0.322298,0.100,-0.100,0.085,0.165
0.323885,0.093,-0.099,0.085,0.160
0.325563,0.089,-0.099,0.086,0.159
0.327751,0.083,-0.096,0.086,0.154
0.329809,0.079,-0.096,0.086,0.152
0.332061,0.077,-0.095,0.086,0.150
0.334022,0.077,-0.091,0.086,0.147
0.336168,0.071,-0.090,0.086,0.144
0.338333,0.067,-0.088,0.085,0.139
0.340692,0.062,-0.085,0.085,0.136
0.342628,0.062,-0.085,0.086,0.136
0.344666,0.056,-0.083,0.086,0.132
0.346716,0.052,-0.085,0.086,0.132
0.348878,0.050,-0.085,0.089,0.133
0.351044,0.046,-0.089,0.090,0.135
0.353151,0.040,-0.089,0.091,0.134
0.355302,0.039,-0.088,0.093,0.133
0.357350,0.034,-0.083,0.093,0.129
0.359414,0.031,-0.077,0.091,0.123
0.362296,0.030,-0.072,0.091,0.120
0.363684,0.028,-0.067,0.089,0.115
0.365802,0.027,-0.060,0.090,0.111
0.367970,0.022,-0.052,0.089,0.105
0.370118,0.018,-0.046,0.088,0.101
0.373529,0.017,-0.039,0.088,0.097
0.374316,0.012,-0.033,0.086,0.093
0.376349,0.009,-0.027,0.085,0.090
0.378475,0.006,-0.019,0.084,0.086
0.382008,-0.000,-0.016,0.084,0.085
0.382841,-0.004,-0.008,0.084,0.085
0.384895,-0.010,-0.006,0.083,0.084
0.386946,-0.014,0.001,0.083,0.084
0.390379,-0.022,0.006,0.083,0.086
0.391238,-0.028,0.009,0.082,0.087
0.393361,-0.032,0.009,0.080,0.087
0.395486,-0.037,0.005,0.080,0.089
0.399153,-0.041,-0.001,0.079,0.089
0.402382,-0.041,-0.008,0.078,0.088
0.403899,-0.042,-0.008,0.077,0.088
0.407516,-0.042,-0.004,0.077,0.087
0.408190,-0.043,0.003,0.077,0.088
0.410365,-0.046,0.006,0.077,0.089
0.412360,-0.047,0.016,0.077,0.091
0.415361,-0.049,0.025,0.079,0.096
0.416662,-0.053,0.036,0.079,0.102
0.418808,-0.055,0.040,0.082,0.107
0.420876,-0.063,0.048,0.084,0.115
0.424178,-0.068,0.054,0.084,0.120
0.425107,-0.075,0.062,0.085,0.129
0.427268,-0.083,0.067,0.085,0.137
0.429361,-0.096,0.066,0.088,0.146
0.432078,-0.103,0.066,0.093,0.153
0.433615,-0.109,0.060,0.094,0.156
0.435972,-0.113,0.062,0.093,0.159
0.437922,-0.118,0.064,0.091,0.162
0.442747,-0.120,0.062,0.091,0.163
0.442831,-0.119,0.064,0.093,0.164
0.444326,-0.121,0.064,0.093,0.165
0.446713,-0.120,0.066,0.095,0.167
0.453029,-0.120,0.071,0.096,0.169
0.459043,-0.125,0.091,0.100,0.184
0.459226,-0.126,0.095,0.101,0.188
0.462148,-0.131,0.102,0.100,0.194
0.463201,-0.135,0.105,0.101,0.199
0.465324,-0.138,0.108,0.102,0.203
0.467485,-0.138,0.111,0.102,0.205
0.469516,-0.144,0.111,0.104,0.210
0.471736,-0.147,0.109,0.105,0.211
0.473800,-0.152,0.110,0.105,0.215
0.476007,-0.153,0.111,0.104,0.216
0.478030,-0.157,0.114,0.106,0.221
0.480229,-0.158,0.114,0.108,0.223
0.482404,-0.162,0.115,0.113,0.228
0.484400,-0.164,0.116,0.113,0.231
0.486606,-0.169,0.120,0.117,0.238
0.488753,-0.168,0.124,0.118,0.239
0.490735,-0.168,0.130,0.119,0.243
0.492900,-0.170,0.133,0.119,0.247
0.495133,-0.171,0.136,0.119,0.249
0.498834,-0.173,0.144,0.119,0.255
0.499248,-0.176,0.147,0.121,0.259
0.502381,-0.177,0.148,0.119,0.260
0.503413,-0.177,0.152,0.119,0.262
0.507079,-0.181,0.153,0.121,0.266
0.507662,-0.182,0.154,0.121,0.267
0.509863,-0.184,0.157,0.123,0.271
0.511859,-0.188,0.160,0.123,0.276
0.515369,-0.188,0.159,0.124,0.276
0.516165,-0.190,0.161,0.127,0.279
0.518243,-0.191,0.159,0.128,0.279
0.520371,-0.195,0.158,0.130,0.282
0.523741,-0.201,0.158,0.133,0.288
0.524605,-0.204,0.158,0.135,0.291
0.526811,-0.207,0.155,0.138,0.293
0.528797,-0.213,0.152,0.143,0.298
0.532212,-0.219,0.149,0.144,0.302
0.533131,-0.225,0.146,0.149,0.307
0.535265,-0.231,0.139,0.152,0.310
0.537303,-0.241,0.135,0.156,0.317
0.540343,-0.247,0.126,0.160,0.320
0.542214,-0.253,0.126,0.165,0.327
0.543627,-0.264,0.120,0.168,0.335
0.545706,-0.272,0.110,0.172,0.340
0.548422,-0.279,0.102,0.178,0.346
0.549957,-0.284,0.092,0.182,0.349
0.552088,-0.289,0.083,0.187,0.354
0.554187,-0.295,0.070,0.189,0.357
0.558220,-0.296,0.060,0.195,0.360
0.560746,-0.294,0.029,0.203,0.358
0.562882,-0.290,0.014,0.206,0.356
0.565879,-0.285,-0.006,0.211,0.355
0.566952,-0.279,-0.021,0.215,0.353
0.569153,-0.268,-0.035,0.215,0.345
0.571162,-0.258,-0.044,0.215,0.339
0.573475,-0.247,-0.052,0.213,0.331
0.575493,-0.235,-0.055,0.212,0.321
0.577514,-0.221,-0.058,0.212,0.312
0.579579,-0.209,-0.058,0.211,0.303
0.582255,-0.198,-0.057,0.211,0.295
0.583830,-0.187,-0.057,0.210,0.287
0.585959,-0.176,-0.052,0.209,0.278
0.588137,-0.168,-0.049,0.210,0.273
0.590441,-0.163,-0.044,0.210,0.269
0.592313,-0.158,-0.034,0.210,0.265
0.594412,-0.154,-0.024,0.210,0.262
0.596567,-0.151,-0.013,0.211,0.260
0.598664,-0.146,0.003,0.212,0.257
0.600747,-0.144,0.018,0.212,0.257
0.603132,-0.144,0.036,0.212,0.259
0.605070,-0.143,0.056,0.212,0.262
0.607165,-0.143,0.078,0.211,0.267
0.609238,-0.142,0.097,0.211,0.272
0.611450,-0.140,0.121,0.209,0.279
0.613577,-0.137,0.144,0.206,0.287
0.615673,-0.133,0.170,0.203,0.296
0.617788,-0.131,0.193,0.201,0.308
0.619948,-0.126,0.218,0.196,0.319
0.623797,-0.119,0.248,0.193,0.336
0.624181,-0.113,0.275,0.188,0.352
0.626401,-0.109,0.307,0.185,0.375
0.628382,-0.102,0.339,0.181,0.397
0.632235,-0.096,0.369,0.176,0.420
0.632591,-0.088,0.400,0.171,0.443
0.634738,-0.078,0.434,0.170,0.472
0.636785,-0.071,0.460,0.167,0.494
0.640636,-0.066,0.488,0.165,0.519
0.642166,-0.063,0.513,0.162,0.542
0.643138,-0.057,0.532,0.159,0.558
0.645322,-0.054,0.546,0.157,0.571
0.648968,-0.049,0.560,0.155,0.583
0.649528,-0.046,0.568,0.155,0.591
0.651563,-0.042,0.574,0.156,0.597
0.653692,-0.041,0.579,0.156,0.601
0.656768,-0.036,0.579,0.156,0.601
0.658043,-0.035,0.579,0.160,0.602
0.660088,-0.033,0.579,0.162,0.602
0.662268,-0.036,0.579,0.166,0.604
0.665033,-0.035,0.574,0.170,0.600
0.666436,-0.036,0.572,0.172,0.598
0.668603,-0.037,0.569,0.174,0.597
0.670756,-0.036,0.563,0.177,0.592
0.673719,-0.036,0.557,0.178,0.586
0.675029,-0.036,0.544,0.179,0.574
0.677022,-0.035,0.533,0.179,0.563
0.679122,-0.031,0.521,0.181,0.552
0.682205,-0.026,0.505,0.181,0.537
0.683411,-0.020,0.489,0.182,0.522
0.685598,-0.010,0.472,0.183,0.506
0.687603,-0.005,0.452,0.185,0.489
0.690238,0.002,0.433,0.187,0.471
0.691897,0.011,0.412,0.188,0.453
0.694104,0.019,0.398,0.192,0.442
0.696108,0.029,0.379,0.193,0.426
0.698943,0.039,0.365,0.194,0.416
0.700322,0.045,0.346,0.198,0.401
0.702520,0.055,0.329,0.203,0.390
0.704527,0.060,0.313,0.207,0.380
0.712166,0.063,0.293,0.212,0.368
0.718594,0.061,0.218,0.234,0.325
0.723895,0.042,0.169,0.222,0.282
0.723928,0.035,0.150,0.215,0.265
0.725746,0.027,0.132,0.206,0.246
0.727774,0.020,0.119,0.199,0.232
0.729994,0.014,0.105,0.192,0.219
0.733721,0.007,0.093,0.183,0.205
0.734273,-0.002,0.084,0.174,0.194
0.736874,-0.005,0.078,0.166,0.183
0.738517,-0.009,0.075,0.161,0.178
0.741596,-0.011,0.076,0.154,0.172
0.742749,-0.014,0.082,0.148,0.169
0.744886,-0.017,0.083,0.144,0.167
0.746925,-0.015,0.089,0.140,0.167
0.749006,-0.019,0.098,0.135,0.168
0.751105,-0.014,0.106,0.133,0.171
0.753231,-0.017,0.122,0.130,0.180
0.755424,-0.019,0.137,0.130,0.190
0.757444,-0.021,0.154,0.128,0.201
0.759537,-0.025,0.179,0.128,0.221
0.762322,-0.033,0.205,0.128,0.244
0.765213,-0.042,0.237,0.129,0.273
0.765950,-0.052,0.270,0.128,0.303
0.768085,-0.061,0.308,0.129,0.340
0.770195,-0.071,0.342,0.129,0.373
0.773528,-0.080,0.368,0.129,0.398
0.774407,-0.081,0.384,0.129,0.413
0.776655,-0.077,0.401,0.129,0.428
0.778595,-0.072,0.412,0.124,0.436
0.782660,-0.063,0.419,0.122,0.441
0.782975,-0.054,0.425,0.118,0.445
0.784966,-0.041,0.436,0.113,0.453
0.787143,-0.030,0.445,0.110,0.459
0.790309,-0.016,0.455,0.104,0.467
0.791355,-0.009,0.469,0.099,0.480
0.793488,-0.004,0.488,0.094,0.497
0.795576,-0.002,0.508,0.090,0.516
0.798559,-0.003,0.525,0.086,0.533
0.799806,-0.003,0.539,0.082,0.545
0.802292,-0.005,0.546,0.078,0.552
0.804000,-0.008,0.545,0.074,0.550
0.806937,-0.008,0.539,0.072,0.544
0.808236,-0.009,0.525,0.069,0.530
0.810365,-0.008,0.516,0.066,0.520
0.812471,-0.009,0.504,0.062,0.507
0.815153,-0.010,0.497,0.061,0.501
0.816764,-0.013,0.488,0.058,0.491
0.818911,-0.016,0.478,0.057,0.482
0.822084,-0.019,0.467,0.057,0.471
0.823412,-0.022,0.458,0.057,0.462
0.825195,-0.026,0.446,0.060,0.451
0.827355,-0.032,0.439,0.061,0.444
0.829449,-0.037,0.427,0.062,0.433
0.831757,-0.039,0.414,0.064,0.421
0.833714,-0.041,0.405,0.066,0.412
0.835827,-0.046,0.391,0.067,0.399
0.837874,-0.044,0.376,0.071,0.386
0.840216,-0.044,0.363,0.073,0.373
0.842265,-0.043,0.357,0.075,0.367
0.844234,-0.039,0.351,0.077,0.361
0.846452,-0.035,0.340,0.078,0.350
0.849775,-0.031,0.334,0.080,0.345
0.850629,-0.027,0.330,0.083,0.341
0.852765,-0.025,0.318,0.085,0.330
0.854901,-0.020,0.314,0.084,0.326
0.856978,-0.017,0.310,0.086,0.323
0.859047,-0.014,0.309,0.085,0.321
0.862225,-0.011,0.303,0.085,0.315
0.863338,-0.013,0.301,0.085,0.313
0.865455,-0.014,0.295,0.083,0.306
0.867511,-0.016,0.290,0.084,0.302
0.869788,-0.021,0.281,0.085,0.295
0.871754,-0.028,0.273,0.086,0.287
0.873904,-0.033,0.258,0.085,0.274
0.875978,-0.042,0.248,0.084,0.265
0.878276,-0.049,0.236,0.085,0.256
0.880440,-0.055,0.224,0.085,0.246
0.882575,-0.063,0.213,0.086,0.238
0.884492,-0.069,0.202,0.086,0.230
0.886596,-0.074,0.187,0.089,0.220
0.888758,-0.077,0.171,0.089,0.208
0.890842,-0.082,0.159,0.090,0.200
0.892914,-0.088,0.146,0.089,0.192
0.895137,-0.092,0.130,0.089,0.182
0.899674,-0.096,0.114,0.088,0.173
0.902328,-0.102,0.087,0.084,0.158
0.907526,-0.111,0.061,0.077,0.149
0.907801,-0.115,0.047,0.071,0.143
0.909886,-0.120,0.036,0.066,0.141
0.911989,-0.122,0.026,0.058,0.138
0.915163,-0.127,0.015,0.055,0.139
0.916262,-0.133,0.004,0.047,0.142
0.918323,-0.142,-0.008,0.041,0.148
0.920426,-0.153,-0.015,0.036,0.158
0.923534,-0.159,-0.028,0.030,0.164
0.924741,-0.166,-0.043,0.023,0.173
0.926800,-0.171,-0.050,0.019,0.180
0.928927,-0.177,-0.058,0.013,0.187
0.931911,-0.182,-0.067,0.009,0.195
0.933214,-0.187,-0.078,0.006,0.203
0.935351,-0.191,-0.087,0.002,0.210
0.937391,-0.192,-0.094,-0.003,0.214
0.940621,-0.195,-0.105,-0.006,0.221
0.942222,-0.197,-0.113,-0.008,0.227
0.943747,-0.197,-0.120,-0.009,0.231
0.945906,-0.198,-0.126,-0.010,0.235
0.948721,-0.198,-0.131,-0.013,0.238
0.950088,-0.198,-0.131,-0.014,0.238
0.952239,-0.202,-0.135,-0.014,0.244
0.954325,-0.206,-0.140,-0.015,0.249
0.956810,-0.208,-0.143,-0.016,0.253
0.958560,-0.210,-0.144,-0.016,0.256
0.960709,-0.217,-0.149,-0.017,0.263
0.962932,-0.224,-0.154,-0.019,0.272
0.965316,-0.230,-0.155,-0.019,0.278
0.967029,-0.237,-0.162,-0.020,0.288
0.969132,-0.248,-0.172,-0.024,0.303
0.971272,-0.254,-0.181,-0.025,0.313
0.973564,-0.264,-0.186,-0.027,0.324
0.975561,-0.274,-0.197,-0.028,0.338
0.977654,-0.284,-0.204,-0.032,0.351
0.979755,-0.292,-0.211,-0.033,0.362
0.982259,-0.303,-0.225,-0.036,0.379
0.984003,-0.309,-0.230,-0.039,0.387
0.986154,-0.320,-0.239,-0.043,0.402
0.988205,-0.327,-0.249,-0.046,0.413
0.990330,-0.334,-0.258,-0.050,0.425
0.992432,-0.339,-0.264,-0.057,0.433
0.994588,-0.346,-0.267,-0.064,0.442
0.996752,-0.352,-0.274,-0.070,0.451
0.998843,-0.356,-0.275,-0.077,0.456
1.001990,-0.359,-0.278,-0.086,0.463
1.005201,-0.363,-0.288,-0.100,0.474
1.008952,-0.363,-0.288,-0.107,0.476
1.009461,-0.362,-0.294,-0.111,0.480
1.011548,-0.359,-0.294,-0.118,0.479
1.015057,-0.357,-0.296,-0.124,0.480
1.015763,-0.356,-0.296,-0.129,0.480
1.017910,-0.350,-0.296,-0.133,0.477
1.020015,-0.345,-0.292,-0.138,0.472
1.023829,-0.339,-0.285,-0.143,0.465
1.024275,-0.331,-0.281,-0.148,0.459
1.026378,-0.328,-0.272,-0.152,0.452
1.028439,-0.322,-0.266,-0.154,0.445
1.031861,-0.312,-0.258,-0.155,0.433
1.032726,-0.306,-0.256,-0.159,0.430
1.034827,-0.298,-0.259,-0.160,0.426
1.036880,-0.289,-0.261,-0.163,0.422
1.040320,-0.281,-0.265,-0.163,0.419
1.042143,-0.269,-0.264,-0.165,0.411
1.043256,-0.259,-0.267,-0.164,0.407
1.045352,-0.250,-0.267,-0.163,0.400
1.048235,-0.241,-0.265,-0.162,0.393
1.049626,-0.234,-0.261,-0.159,0.385
1.051735,-0.230,-0.255,-0.155,0.377
1.053816,-0.228,-0.254,-0.154,0.374
1.056644,-0.226,-0.248,-0.147,0.366
1.058082,-0.229,-0.245,-0.142,0.364
1.060165,-0.236,-0.239,-0.136,0.363
1.062366,-0.241,-0.241,-0.132,0.365
1.064945,-0.253,-0.241,-0.127,0.372
1.066631,-0.268,-0.243,-0.124,0.382
1.068643,-0.278,-0.241,-0.120,0.386
1.070800,-0.294,-0.247,-0.115,0.400
1.073913,-0.305,-0.260,-0.113,0.416
1.075100,-0.318,-0.276,-0.108,0.435
1.077217,-0.329,-0.296,-0.104,0.454
1.079337,-0.339,-0.317,-0.102,0.475
1.082384,-0.350,-0.346,-0.099,0.502
1.083486,-0.355,-0.375,-0.097,0.525
1.085584,-0.366,-0.414,-0.094,0.560
1.087697,-0.370,-0.447,-0.093,0.588
1.089988,-0.370,-0.486,-0.089,0.618
1.092009,-0.369,-0.518,-0.088,0.642
1.094129,-0.366,-0.553,-0.082,0.668
1.096158,-0.361,-0.581,-0.080,0.689
1.098469,-0.356,-0.606,-0.076,0.707
1.100542,-0.347,-0.619,-0.072,0.714
1.102652,-0.339,-0.634,-0.069,0.722
1.104704,-0.334,-0.641,-0.066,0.726
1.109571,-0.324,-0.646,-0.064,0.726
1.113189,-0.291,-0.633,-0.065,0.699
1.117194,-0.278,-0.616,-0.069,0.679
1.117376,-0.263,-0.595,-0.076,0.655
1.119456,-0.247,-0.575,-0.083,0.632
1.123483,-0.234,-0.557,-0.091,0.611
1.123739,-0.220,-0.539,-0.096,0.590
1.125861,-0.207,-0.524,-0.102,0.572
1.128255,-0.193,-0.503,-0.108,0.550
1.130359,-0.187,-0.482,-0.109,0.529
1.133904,-0.181,-0.462,-0.113,0.509
1.134382,-0.173,-0.445,-0.119,0.491
1.136588,-0.163,-0.426,-0.122,0.472
1.142567,-0.151,-0.409,-0.127,0.454
1.144911,-0.104,-0.353,-0.144,0.395
1.150619,-0.086,-0.331,-0.154,0.375
1.150659,-0.063,-0.314,-0.160,0.358
1.151294,-0.039,-0.289,-0.170,0.338
1.153358,-0.015,-0.270,-0.176,0.323
1.156654,0.009,-0.248,-0.180,0.306
1.157601,0.034,-0.227,-0.187,0.296
1.159654,0.061,-0.215,-0.188,0.292
1.162662,0.080,-0.206,-0.191,0.292
1.168532,0.106,-0.197,-0.195,0.296
1.175071,0.173,-0.187,-0.188,0.317
1.178857,0.199,-0.204,-0.174,0.334
1.182103,0.204,-0.209,-0.169,0.337
1.182981,0.204,-0.219,-0.163,0.340
1.185140,0.204,-0.226,-0.157,0.342
1.187217,0.206,-0.234,-0.151,0.347
1.190259,0.207,-0.243,-0.146,0.351
1.191479,0.201,-0.248,-0.140,0.348
1.193539,0.203,-0.256,-0.136,0.354
1.195672,0.204,-0.263,-0.130,0.357
1.198398,0.206,-0.267,-0.125,0.360
1.199920,0.206,-0.277,-0.119,0.365
1.202319,0.207,-0.286,-0.114,0.371
1.204132,0.211,-0.293,-0.107,0.377
1.206957,0.213,-0.300,-0.100,0.382
1.208381,0.213,-0.307,-0.094,0.385
1.210485,0.215,-0.310,-0.087,0.387
1.212607,0.216,-0.321,-0.081,0.395
1.214975,0.213,-0.327,-0.072,0.397
1.216849,0.213,-0.332,-0.064,0.400
1.218940,0.210,-0.347,-0.058,0.409
1.223227,0.207,-0.355,-0.050,0.415
1.225386,0.201,-0.374,-0.033,0.426
1.227447,0.201,-0.383,-0.027,0.434
1.229550,0.198,-0.391,-0.021,0.438
1.231737,0.195,-0.398,-0.016,0.444
1.233787,0.190,-0.405,-0.013,0.448
1.235877,0.192,-0.412,-0.008,0.454
1.238002,0.190,-0.416,-0.004,0.458
1.240145,0.190,-0.421,-0.000,0.462
1.242465,0.192,-0.425,0.003,0.466
1.244349,0.190,-0.424,0.006,0.465
1.246466,0.193,-0.421,0.009,0.463
1.249296,0.192,-0.421,0.012,0.463
1.250740,0.193,-0.415,0.017,0.458
1.252837,0.195,-0.414,0.018,0.458
1.255079,0.195,-0.409,0.022,0.454
1.257093,0.198,-0.403,0.024,0.450
1.259252,0.199,-0.397,0.027,0.445
1.262370,0.199,-0.388,0.027,0.437
1.264847,0.200,-0.381,0.027,0.431
1.265567,0.201,-0.372,0.028,0.424
1.267644,0.201,-0.368,0.030,0.420
1.269827,0.201,-0.359,0.029,0.413
1.273235,0.199,-0.350,0.030,0.404
1.274074,0.200,-0.339,0.030,0.395
1.276127,0.194,-0.333,0.031,0.387
1.278233,0.193,-0.325,0.033,0.379
1.281471,0.189,-0.317,0.034,0.371
1.282636,0.185,-0.310,0.034,0.363
1.284593,0.182,-0.307,0.035,0.358
1.286689,0.176,-0.299,0.038,0.349
1.289885,0.173,-0.292,0.040,0.342
1.290956,0.168,-0.286,0.041,0.334
1.293091,0.161,-0.287,0.046,0.332
1.295214,0.159,-0.278,0.050,0.324
1.298428,0.152,-0.276,0.055,0.320
1.299439,0.148,-0.276,0.058,0.318
1.302186,0.143,-0.270,0.062,0.311
1.303632,0.140,-0.266,0.069,0.309
1.306599,0.133,-0.261,0.071,0.302
1.307906,0.128,-0.252,0.074,0.292
1.309998,0.123,-0.247,0.075,0.286
1.312087,0.117,-0.243,0.078,0.281
1.314853,0.111,-0.239,0.080,0.276
1.316377,0.108,-0.236,0.084,0.273
1.318471,0.102,-0.225,0.085,0.261
1.320551,0.100,-0.216,0.088,0.254
1.323103,0.096,-0.209,0.090,0.247
1.324816,0.094,-0.203,0.089,0.240
1.327059,0.091,-0.194,0.090,0.233
1.329041,0.088,-0.188,0.090,0.226
1.331686,0.084,-0.186,0.090,0.223
1.333286,0.080,-0.183,0.091,0.220
1.335502,0.078,-0.179,0.091,0.216
1.337560,0.077,-0.178,0.091,0.214
1.340108,0.073,-0.175,0.093,0.211
1.342216,0.071,-0.171,0.094,0.207
1.343853,0.071,-0.166,0.095,0.204
1.345969,0.071,-0.165,0.096,0.203
1.348188,0.071,-0.164,0.099,0.204
1.350342,0.069,-0.160,0.099,0.200
1.352337,0.067,-0.161,0.099,0.200
1.354446,0.067,-0.165,0.097,0.203
1.356598,0.068,-0.166,0.097,0.204
1.358717,0.068,-0.165,0.096,0.203
1.360855,0.066,-0.166,0.096,0.203
