# Target Sample Rate: 479 Hz
# Max Device Sample Rate: 479 Hz
# Recording started at: 2026-06-14 18:16:29.059
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.247469,0.286,0.573,0.292,0.704
0.249681,0.281,0.564,0.282,0.691
0.251739,0.276,0.563,0.275,0.685
0.253791,0.270,0.549,0.278,0.672
0.255985,0.266,0.530,0.288,0.659
0.258146,0.262,0.506,0.297,0.642
0.260155,0.259,0.483,0.304,0.626
0.262323,0.256,0.469,0.314,0.620
0.265838,0.256,0.457,0.315,0.611
0.266513,0.243,0.448,0.306,0.595
0.268614,0.234,0.436,0.287,0.572
0.270742,0.226,0.417,0.268,0.545
0.274103,0.216,0.396,0.256,0.519
0.274999,0.209,0.365,0.248,0.488
0.277095,0.203,0.343,0.242,0.466
0.279203,0.192,0.324,0.239,0.446
0.282617,0.182,0.305,0.235,0.426
0.283444,0.174,0.291,0.234,0.412
0.285517,0.165,0.281,0.233,0.400
0.287659,0.155,0.272,0.228,0.388
0.290938,0.146,0.264,0.224,0.376
0.291969,0.135,0.258,0.221,0.365
0.294018,0.130,0.253,0.221,0.360
0.296160,0.128,0.253,0.220,0.359
0.299591,0.121,0.250,0.217,0.353
0.300405,0.117,0.255,0.210,0.351
0.302478,0.110,0.252,0.204,0.342
0.304613,0.110,0.253,0.198,0.339
0.307797,0.110,0.258,0.196,0.342
0.308865,0.112,0.268,0.188,0.346
0.310932,0.115,0.276,0.179,0.349
0.313100,0.122,0.285,0.173,0.355
0.316284,0.130,0.297,0.165,0.364
0.317325,0.143,0.318,0.162,0.384
0.319405,0.151,0.338,0.161,0.404
0.321533,0.165,0.362,0.151,0.425
0.324271,0.176,0.385,0.137,0.445
0.325797,0.183,0.408,0.123,0.464
0.327998,0.194,0.430,0.110,0.484
0.330063,0.201,0.450,0.099,0.502
0.332621,0.211,0.467,0.093,0.520
0.334278,0.217,0.484,0.089,0.538
0.336350,0.222,0.496,0.085,0.550
0.338467,0.228,0.511,0.080,0.565
0.341096,0.229,0.522,0.077,0.575
0.342724,0.231,0.524,0.072,0.577
0.344803,0.227,0.533,0.064,0.583
0.346940,0.223,0.533,0.056,0.580
0.349535,0.221,0.529,0.047,0.575
0.351212,0.213,0.519,0.039,0.563
0.353280,0.207,0.503,0.030,0.545
0.355427,0.200,0.490,0.020,0.530
0.357707,0.189,0.476,0.011,0.513
0.359652,0.178,0.462,0.001,0.495
0.361740,0.168,0.450,-0.010,0.480
0.363896,0.159,0.434,-0.020,0.462
0.366002,0.149,0.424,-0.032,0.450
0.368176,0.140,0.414,-0.044,0.439
0.370210,0.129,0.400,-0.059,0.424
0.372334,0.123,0.389,-0.075,0.414
0.374504,0.118,0.376,-0.092,0.405
0.376580,0.108,0.365,-0.107,0.396
0.378671,0.100,0.353,-0.120,0.386
0.380810,0.091,0.335,-0.130,0.370
0.383012,0.083,0.315,-0.137,0.354
0.385180,0.073,0.296,-0.144,0.337
0.387271,0.068,0.276,-0.151,0.322
0.391030,0.063,0.259,-0.157,0.309
0.393570,0.052,0.230,-0.148,0.278
0.395680,0.055,0.221,-0.130,0.262
0.399314,0.063,0.213,-0.114,0.249
0.399924,0.066,0.193,-0.077,0.218
0.402728,0.079,0.171,-0.027,0.190
0.404110,0.091,0.155,0.013,0.181
0.407590,0.099,0.147,0.040,0.181
0.408426,0.102,0.142,0.058,0.184
0.410469,0.108,0.134,0.066,0.185
0.412562,0.112,0.120,0.066,0.177
0.415750,0.115,0.101,0.061,0.165
0.416832,0.115,0.081,0.056,0.151
0.419115,0.113,0.062,0.050,0.139
0.421017,0.112,0.049,0.040,0.129
0.423887,0.107,0.037,0.031,0.118
0.425288,0.106,0.028,0.025,0.113
0.427394,0.101,0.024,0.020,0.106
0.429480,0.100,0.028,0.016,0.105
0.432438,0.093,0.026,0.011,0.097
0.433723,0.085,0.018,0.005,0.087
0.435970,0.072,0.010,-0.000,0.072
0.437971,0.062,0.000,-0.004,0.062
0.441154,0.046,-0.016,-0.008,0.049
0.442228,0.028,-0.043,-0.010,0.052
0.444337,0.011,-0.061,-0.013,0.063
0.446524,-0.004,-0.083,-0.017,0.085
0.450006,-0.020,-0.104,-0.024,0.108
0.450789,-0.027,-0.131,-0.032,0.137
0.452847,-0.036,-0.156,-0.039,0.165
0.454939,-0.038,-0.182,-0.049,0.192
0.457616,-0.036,-0.204,-0.060,0.216
0.459207,-0.033,-0.222,-0.071,0.236
0.461341,-0.035,-0.246,-0.080,0.260
0.463367,-0.031,-0.265,-0.086,0.280
0.465784,-0.026,-0.275,-0.092,0.291
0.467611,-0.024,-0.291,-0.094,0.307
0.469757,-0.024,-0.304,-0.096,0.320
0.471861,-0.024,-0.315,-0.094,0.330
0.474231,-0.022,-0.318,-0.091,0.331
0.476147,-0.025,-0.318,-0.086,0.330
0.478215,-0.028,-0.313,-0.080,0.324
0.480326,-0.027,-0.309,-0.075,0.319
0.482658,-0.032,-0.305,-0.071,0.315
0.484569,-0.036,-0.299,-0.069,0.309
0.487624,-0.039,-0.292,-0.069,0.303
0.488841,-0.044,-0.283,-0.074,0.296
0.491532,-0.049,-0.276,-0.081,0.292
0.493024,-0.050,-0.265,-0.094,0.286
0.495155,-0.057,-0.264,-0.104,0.289
0.497236,-0.059,-0.261,-0.116,0.292
0.499389,-0.064,-0.260,-0.126,0.296
0.501467,-0.071,-0.265,-0.137,0.307
0.503605,-0.080,-0.279,-0.143,0.323
0.505742,-0.093,-0.294,-0.147,0.342
0.507927,-0.107,-0.321,-0.149,0.370
0.510036,-0.124,-0.351,-0.147,0.400
0.512082,-0.140,-0.385,-0.146,0.435
0.514216,-0.155,-0.420,-0.147,0.472
0.516338,-0.169,-0.457,-0.147,0.509
0.518406,-0.182,-0.492,-0.151,0.546
0.520597,-0.196,-0.527,-0.157,0.583
0.524237,-0.201,-0.566,-0.168,0.623
0.524825,-0.199,-0.611,-0.184,0.668
0.526893,-0.195,-0.655,-0.203,0.713
0.529000,-0.187,-0.688,-0.226,0.748
0.532531,-0.182,-0.721,-0.248,0.784
0.533287,-0.177,-0.742,-0.272,0.809
0.535383,-0.171,-0.761,-0.294,0.834
0.537481,-0.160,-0.775,-0.314,0.851
0.540785,-0.144,-0.779,-0.334,0.860
0.541724,-0.120,-0.781,-0.353,0.865
0.543806,-0.086,-0.777,-0.369,0.865
0.545952,-0.053,-0.768,-0.384,0.861
0.548957,-0.013,-0.757,-0.399,0.856
0.550176,0.029,-0.744,-0.408,0.849
0.552288,0.063,-0.729,-0.421,0.844
0.554409,0.096,-0.716,-0.430,0.841
0.559190,0.126,-0.702,-0.441,0.839
0.562874,0.183,-0.665,-0.468,0.833
0.566522,0.198,-0.657,-0.473,0.834
0.568459,0.209,-0.652,-0.478,0.835
0.569298,0.211,-0.639,-0.478,0.825
0.571359,0.213,-0.623,-0.479,0.815
0.576985,0.217,-0.604,-0.478,0.800
0.579850,0.235,-0.538,-0.461,0.746
0.582604,0.245,-0.519,-0.450,0.730
0.584063,0.257,-0.498,-0.440,0.713
0.586247,0.272,-0.478,-0.429,0.697
0.588331,0.288,-0.457,-0.418,0.683
0.590630,0.301,-0.443,-0.410,0.675
0.592529,0.316,-0.430,-0.403,0.669
0.594616,0.333,-0.421,-0.397,0.668
0.596736,0.348,-0.415,-0.396,0.671
0.599078,0.361,-0.408,-0.397,0.675
0.601012,0.374,-0.402,-0.397,0.677
0.603076,0.387,-0.398,-0.401,0.685
0.605209,0.398,-0.391,-0.406,0.690
0.607357,0.407,-0.384,-0.412,0.694
0.609469,0.411,-0.375,-0.418,0.696
0.611552,0.411,-0.364,-0.422,0.693
0.613681,0.407,-0.356,-0.421,0.685
0.617457,0.403,-0.348,-0.418,0.677
0.617933,0.396,-0.338,-0.410,0.662
0.620092,0.383,-0.336,-0.396,0.646
0.622187,0.371,-0.326,-0.379,0.623
0.625138,0.356,-0.320,-0.358,0.598
0.626423,0.339,-0.312,-0.339,0.572
0.628565,0.320,-0.304,-0.318,0.544
0.630635,0.303,-0.296,-0.295,0.516
0.632776,0.286,-0.290,-0.268,0.487
0.634854,0.268,-0.288,-0.241,0.462
0.636954,0.255,-0.287,-0.217,0.441
0.639072,0.239,-0.288,-0.190,0.420
0.641234,0.227,-0.296,-0.165,0.408
0.643317,0.216,-0.299,-0.141,0.395
0.645501,0.207,-0.298,-0.119,0.382
0.647654,0.198,-0.296,-0.098,0.369
0.649699,0.190,-0.297,-0.078,0.361
0.651826,0.183,-0.293,-0.060,0.351
0.653920,0.179,-0.292,-0.043,0.345
0.657472,0.173,-0.286,-0.027,0.335
0.658145,0.171,-0.279,-0.009,0.327
0.660301,0.168,-0.274,0.005,0.321
0.662393,0.167,-0.269,0.022,0.317
0.666039,0.165,-0.266,0.038,0.315
0.666646,0.166,-0.268,0.056,0.320
0.668738,0.167,-0.269,0.068,0.324
0.670835,0.168,-0.260,0.084,0.321
0.674149,0.174,-0.249,0.099,0.320
0.675115,0.181,-0.236,0.112,0.317
0.677195,0.188,-0.225,0.126,0.319
0.679504,0.196,-0.206,0.137,0.316
0.682675,0.205,-0.186,0.144,0.312
0.683582,0.217,-0.153,0.145,0.303
0.685680,0.228,-0.103,0.135,0.284
0.687774,0.244,-0.056,0.119,0.277
0.691209,0.256,-0.021,0.106,0.278
0.692069,0.267,0.005,0.091,0.282
0.694161,0.278,0.020,0.075,0.289
0.696307,0.286,0.028,0.061,0.293
0.699275,0.293,0.037,0.049,0.299
0.700525,0.300,0.044,0.035,0.305
0.702653,0.301,0.055,0.020,0.307
0.704708,0.308,0.065,0.006,0.314
0.708305,0.311,0.070,-0.009,0.319
0.708962,0.315,0.072,-0.021,0.324
0.711100,0.317,0.068,-0.032,0.326
0.713202,0.319,0.054,-0.044,0.326
0.716157,0.315,0.038,-0.055,0.322
0.717444,0.310,0.024,-0.066,0.318
0.719581,0.308,0.018,-0.078,0.318
0.721664,0.305,0.022,-0.096,0.321
0.724278,0.304,0.027,-0.110,0.324
0.725922,0.303,0.037,-0.124,0.329
0.728055,0.303,0.054,-0.155,0.344
0.730110,0.300,0.088,-0.197,0.370
0.732299,0.299,0.120,-0.226,0.394
0.734357,0.295,0.136,-0.242,0.405
0.736514,0.288,0.144,-0.251,0.408
0.738604,0.277,0.134,-0.253,0.399
0.741002,0.270,0.126,-0.252,0.390
0.742830,0.266,0.114,-0.248,0.381
0.744935,0.265,0.100,-0.242,0.373
0.747054,0.265,0.084,-0.232,0.362
0.750112,0.260,0.061,-0.219,0.345
0.751311,0.264,0.039,-0.204,0.336
0.753471,0.272,0.021,-0.192,0.334
0.755552,0.279,-0.001,-0.185,0.335
0.758396,0.287,-0.021,-0.181,0.340
0.759791,0.293,-0.031,-0.184,0.347
0.761871,0.298,-0.039,-0.186,0.353
0.764026,0.293,-0.046,-0.187,0.351
0.766160,0.286,-0.042,-0.190,0.345
0.768317,0.276,-0.031,-0.195,0.339
0.770565,0.264,-0.026,-0.196,0.329
0.772752,0.256,-0.037,-0.195,0.324
0.774635,0.246,-0.056,-0.186,0.314
0.776673,0.234,-0.087,-0.171,0.303
0.778846,0.226,-0.111,-0.148,0.292
0.780938,0.215,-0.122,-0.119,0.274
0.783084,0.198,-0.120,-0.083,0.246
0.785148,0.184,-0.097,-0.042,0.212
0.787280,0.170,-0.060,0.003,0.180
0.790805,0.154,-0.017,0.047,0.162
0.793617,0.115,0.034,0.126,0.173
0.795767,0.097,0.048,0.157,0.191
0.799184,0.072,0.054,0.182,0.203
0.800016,0.047,0.054,0.203,0.215
0.802096,0.023,0.049,0.223,0.230
0.804257,-0.002,0.054,0.239,0.245
0.807522,-0.025,0.055,0.255,0.262
0.808532,-0.052,0.049,0.268,0.278
0.810595,-0.085,0.034,0.284,0.299
0.812734,-0.115,0.027,0.297,0.319
0.816078,-0.149,0.032,0.306,0.342
0.816987,-0.185,0.040,0.317,0.369
0.819190,-0.219,0.054,0.331,0.400
0.821209,-0.257,0.072,0.344,0.436
0.824536,-0.296,0.097,0.360,0.476
0.825432,-0.328,0.123,0.378,0.516
0.827710,-0.357,0.155,0.399,0.558
0.829649,-0.378,0.187,0.419,0.594
0.832995,-0.397,0.208,0.438,0.627
0.833886,-0.414,0.211,0.457,0.652
0.836012,-0.427,0.203,0.471,0.667
0.838090,-0.439,0.187,0.485,0.680
0.840782,-0.452,0.170,0.492,0.690
0.842450,-0.458,0.155,0.496,0.693
0.844452,-0.467,0.148,0.492,0.694
0.846622,-0.476,0.149,0.481,0.693
0.849066,-0.479,0.161,0.464,0.686
0.850907,-0.471,0.180,0.438,0.668
0.852917,-0.460,0.194,0.408,0.644
0.855057,-0.441,0.210,0.372,0.614
0.857490,-0.413,0.225,0.333,0.576
0.859349,-0.381,0.243,0.298,0.542
0.861353,-0.348,0.260,0.270,0.512
0.863514,-0.312,0.281,0.244,0.486
0.865648,-0.274,0.313,0.228,0.474
0.867821,-0.237,0.347,0.215,0.472
0.869834,-0.199,0.387,0.206,0.482
0.872043,-0.168,0.431,0.200,0.504
0.874108,-0.136,0.480,0.195,0.536
0.876249,-0.105,0.533,0.190,0.575
0.878399,-0.080,0.564,0.183,0.599
0.880470,-0.059,0.583,0.173,0.611
0.882810,-0.038,0.623,0.162,0.645
0.884733,-0.013,0.695,0.157,0.713
0.886907,0.007,0.762,0.156,0.778
0.888914,0.014,0.815,0.157,0.830
0.891049,0.007,0.859,0.168,0.875
0.893150,-0.003,0.882,0.177,0.900
0.895423,-0.015,0.892,0.179,0.910
0.897578,-0.027,0.898,0.176,0.915
0.899511,-0.042,0.898,0.174,0.916
0.901591,-0.064,0.882,0.176,0.902
0.903812,-0.089,0.855,0.185,0.880
0.907375,-0.124,0.814,0.195,0.846
0.907993,-0.152,0.757,0.211,0.801
0.910202,-0.185,0.691,0.227,0.751
0.912260,-0.226,0.613,0.244,0.698
0.916566,-0.269,0.517,0.264,0.639
0.920643,-0.413,0.151,0.317,0.543
0.923884,-0.463,0.018,0.330,0.569
0.924916,-0.512,-0.109,0.337,0.623
0.927092,-0.559,-0.231,0.345,0.696
0.929114,-0.612,-0.342,0.353,0.785
0.932412,-0.666,-0.440,0.361,0.876
0.933380,-0.714,-0.533,0.364,0.962
0.935552,-0.759,-0.618,0.361,1.043
0.937662,-0.801,-0.691,0.355,1.116
0.940975,-0.832,-0.765,0.345,1.182
0.941872,-0.859,-0.825,0.342,1.239
0.943954,-0.886,-0.860,0.349,1.283
0.946043,-0.912,-0.870,0.364,1.312
0.948952,-0.923,-0.881,0.375,1.330
0.950289,-0.924,-0.889,0.378,1.337
0.952398,-0.915,-0.897,0.378,1.336
0.954515,-0.897,-0.883,0.374,1.313
0.957306,-0.870,-0.854,0.367,1.273
0.958761,-0.838,-0.822,0.363,1.229
0.960958,-0.801,-0.803,0.367,1.192
0.962981,-0.753,-0.773,0.374,1.142
0.965512,-0.702,-0.710,0.375,1.066
0.967275,-0.648,-0.623,0.372,0.973
0.969428,-0.583,-0.513,0.364,0.858
0.971484,-0.515,-0.386,0.352,0.733
0.974171,-0.445,-0.246,0.332,0.607
0.975744,-0.379,-0.105,0.309,0.500
0.977809,-0.313,0.035,0.286,0.425
0.979952,-0.252,0.164,0.257,0.396
0.982254,-0.198,0.279,0.232,0.413
0.984231,-0.151,0.384,0.204,0.460
0.986296,-0.114,0.458,0.177,0.504
0.988445,-0.085,0.511,0.152,0.540
0.990872,-0.068,0.546,0.129,0.565
0.992645,-0.059,0.563,0.102,0.575
0.994800,-0.055,0.573,0.079,0.581
0.996864,-0.059,0.573,0.061,0.579
0.999028,-0.069,0.568,0.044,0.574
1.001101,-0.083,0.562,0.030,0.569
1.003362,-0.102,0.552,0.023,0.562
1.005339,-0.122,0.533,0.016,0.547
1.007524,-0.146,0.502,0.017,0.523
1.009681,-0.173,0.453,0.023,0.486
1.011989,-0.198,0.419,0.027,0.464
1.013945,-0.225,0.396,0.029,0.456
1.015992,-0.252,0.382,0.030,0.459
1.018095,-0.274,0.381,0.028,0.470
1.020247,-0.289,0.384,0.025,0.481
1.023525,-0.300,0.393,0.022,0.495
1.026511,-0.302,0.423,0.019,0.520
1.028708,-0.292,0.439,0.018,0.527
1.032436,-0.279,0.461,0.018,0.539
1.032976,-0.261,0.483,0.023,0.549
1.035034,-0.241,0.509,0.028,0.564
1.037196,-0.221,0.535,0.034,0.580
1.039300,-0.198,0.564,0.040,0.600
1.041384,-0.176,0.596,0.044,0.623
1.043577,-0.154,0.626,0.045,0.646
1.045607,-0.135,0.657,0.046,0.673
1.049353,-0.118,0.678,0.042,0.689
1.049881,-0.102,0.693,0.039,0.701
1.051935,-0.089,0.699,0.030,0.705
1.054158,-0.082,0.695,0.023,0.700
1.057437,-0.075,0.683,0.023,0.687
1.058295,-0.071,0.662,0.023,0.666
1.060398,-0.071,0.635,0.025,0.640
1.062568,-0.071,0.604,0.029,0.608
1.065657,-0.072,0.567,0.035,0.573
1.066765,-0.075,0.529,0.039,0.536
1.068917,-0.074,0.492,0.045,0.500
1.070962,-0.074,0.467,0.047,0.475
1.074384,-0.070,0.432,0.055,0.442
1.075265,-0.061,0.409,0.060,0.418
1.077312,-0.052,0.395,0.063,0.403
1.079438,-0.037,0.384,0.067,0.391
1.082130,-0.020,0.379,0.072,0.386
1.083700,0.002,0.375,0.068,0.381
1.085824,0.020,0.376,0.062,0.382
1.087963,0.040,0.376,0.056,0.383
1.090879,0.058,0.380,0.053,0.388
1.092165,0.072,0.381,0.050,0.391
1.094308,0.085,0.386,0.045,0.398
1.096412,0.094,0.392,0.040,0.405
1.098782,0.101,0.393,0.036,0.408
1.100617,0.104,0.393,0.033,0.408
1.102781,0.102,0.393,0.028,0.407
1.104889,0.097,0.391,0.029,0.404
1.107016,0.095,0.384,0.025,0.396
1.109139,0.085,0.375,0.024,0.385
1.111295,0.077,0.365,0.024,0.374
1.113316,0.066,0.354,0.023,0.361
1.115541,0.056,0.341,0.023,0.346
1.117574,0.045,0.334,0.022,0.337
1.119734,0.038,0.316,0.020,0.319
1.121833,0.029,0.299,0.022,0.302
1.123999,0.020,0.282,0.023,0.284
1.126095,0.012,0.260,0.025,0.262
1.128310,0.001,0.244,0.029,0.246
1.130283,-0.009,0.224,0.035,0.226
1.132381,-0.016,0.197,0.041,0.202
1.134547,-0.027,0.172,0.049,0.181
1.136580,-0.035,0.149,0.057,0.163
1.138730,-0.046,0.131,0.064,0.153
1.140844,-0.050,0.116,0.068,0.144
1.143015,-0.058,0.092,0.071,0.129
1.145185,-0.063,0.072,0.074,0.121
1.147374,-0.068,0.053,0.078,0.116
1.149320,-0.068,0.033,0.078,0.108
1.151476,-0.069,0.011,0.079,0.105
1.153624,-0.071,-0.009,0.077,0.105
1.157125,-0.072,-0.026,0.073,0.106
1.157800,-0.077,-0.045,0.067,0.112
1.159941,-0.080,-0.062,0.057,0.116
1.162053,-0.083,-0.081,0.049,0.126
1.171091,-0.091,-0.100,0.038,0.140
1.177715,-0.147,-0.225,-0.039,0.271
1.189433,-0.245,-0.365,-0.228,0.495
1.191948,-0.221,-0.459,-0.182,0.542
1.193906,-0.212,-0.458,-0.168,0.532
1.196375,-0.199,-0.452,-0.155,0.518
1.203920,-0.186,-0.442,-0.148,0.502
1.215526,-0.141,-0.421,-0.144,0.467
1.219317,-0.126,-0.409,-0.165,0.459
1.221328,-0.130,-0.402,-0.169,0.455
1.225396,-0.133,-0.395,-0.171,0.450
1.225554,-0.137,-0.382,-0.171,0.441
1.227633,-0.138,-0.378,-0.171,0.437
1.229808,-0.142,-0.370,-0.169,0.431
1.232077,-0.143,-0.365,-0.168,0.427
1.234058,-0.151,-0.360,-0.165,0.424
1.236109,-0.160,-0.364,-0.164,0.430
1.238250,-0.173,-0.370,-0.158,0.438
1.240438,-0.182,-0.378,-0.153,0.446
1.242498,-0.196,-0.390,-0.147,0.460
1.244656,-0.209,-0.414,-0.140,0.485
1.246693,-0.224,-0.445,-0.130,0.515
1.249444,-0.240,-0.474,-0.116,0.544
1.250949,-0.254,-0.511,-0.105,0.580
1.253161,-0.268,-0.546,-0.100,0.617
1.255308,-0.285,-0.583,-0.098,0.656
1.257645,-0.297,-0.622,-0.098,0.696
1.259458,-0.302,-0.655,-0.100,0.728
1.261513,-0.302,-0.685,-0.103,0.756
1.263705,-0.298,-0.711,-0.108,0.779
1.265798,-0.287,-0.724,-0.110,0.787
1.267970,-0.270,-0.740,-0.113,0.796
1.269985,-0.246,-0.743,-0.114,0.791
1.272198,-0.215,-0.744,-0.110,0.782
1.274238,-0.182,-0.739,-0.109,0.769
1.276388,-0.147,-0.727,-0.105,0.749
1.278529,-0.108,-0.695,-0.104,0.711
1.282023,-0.069,-0.660,-0.103,0.671
1.282712,-0.036,-0.619,-0.103,0.629
1.284795,0.002,-0.574,-0.103,0.583
1.286932,0.040,-0.534,-0.105,0.546
1.290452,0.072,-0.492,-0.110,0.510
1.291168,0.101,-0.458,-0.118,0.484
1.293243,0.127,-0.423,-0.126,0.459
1.295390,0.146,-0.393,-0.140,0.442
1.298918,0.168,-0.364,-0.154,0.430
1.299661,0.184,-0.335,-0.169,0.418
1.301837,0.199,-0.308,-0.181,0.409
1.303913,0.212,-0.280,-0.191,0.400
1.306922,0.226,-0.252,-0.202,0.394
1.308168,0.237,-0.230,-0.210,0.391
1.310245,0.250,-0.204,-0.215,0.388
1.312327,0.262,-0.176,-0.221,0.386
1.315125,0.275,-0.148,-0.225,0.385
1.316562,0.288,-0.121,-0.228,0.386
1.318647,0.303,-0.092,-0.223,0.387
1.320781,0.311,-0.057,-0.212,0.381
1.323741,0.317,-0.027,-0.199,0.376
1.325048,0.321,-0.001,-0.191,0.373
1.327189,0.316,0.021,-0.182,0.366
1.329296,0.308,0.032,-0.175,0.355
1.331883,0.293,0.038,-0.168,0.340
1.333481,0.275,0.033,-0.163,0.321
1.335605,0.257,0.027,-0.155,0.302
1.337714,0.237,0.017,-0.148,0.280
1.340361,0.218,0.004,-0.142,0.261
1.341988,0.203,-0.013,-0.133,0.243
1.344171,0.188,-0.032,-0.125,0.228
1.346175,0.178,-0.050,-0.116,0.219
1.349331,0.171,-0.066,-0.108,0.212
1.352647,0.149,-0.098,-0.088,0.199
1.354676,0.133,-0.115,-0.078,0.192
1.357564,0.113,-0.132,-0.068,0.187
1.358920,0.093,-0.147,-0.058,0.183
1.360992,0.071,-0.169,-0.048,0.189
1.363112,0.047,-0.189,-0.038,0.199
1.365418,0.025,-0.219,-0.027,0.222
1.367446,0.008,-0.248,-0.016,0.249
1.369551,-0.006,-0.282,-0.004,0.282
1.371625,-0.016,-0.321,0.009,0.322
1.374081,-0.025,-0.357,0.022,0.358
1.375858,-0.030,-0.392,0.035,0.395
1.378030,-0.031,-0.424,0.045,0.427
1.380074,-0.032,-0.452,0.057,0.457
1.382381,-0.031,-0.479,0.066,0.484
