# Target Sample Rate: 479 Hz
# Max Device Sample Rate: 479 Hz
# Recording started at: 2026-06-14 17:52:16.866
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
4.902316,6.442,-0.760,-0.086,6.487
4.909662,4.755,-1.112,-0.351,4.896
4.912864,-1.776,-3.183,-1.182,3.832
4.920755,-2.574,-3.129,-1.173,4.218
4.927365,-3.947,-0.345,-1.217,4.145
4.934095,-4.622,2.184,-1.394,5.299
4.936244,-4.698,2.645,-1.144,5.511
4.942179,-4.643,2.672,-0.958,5.442
4.942200,-4.528,2.528,-0.738,5.238
4.944356,-4.239,1.857,-0.214,4.633
4.950756,-4.094,1.381,0.066,4.321
4.952850,-3.652,-0.131,0.884,3.760
4.959824,-3.506,-0.524,1.102,3.713
4.970764,-2.826,-1.074,1.655,3.447
4.974540,-3.040,-0.195,1.876,3.578
4.976481,-3.173,-0.028,1.832,3.664
4.978275,-3.323,0.117,1.758,3.761
4.982094,-3.487,0.215,1.659,3.867
4.982729,-3.654,0.272,1.539,3.974
4.984849,-3.818,0.277,1.405,4.078
4.986949,-3.973,0.254,1.259,4.176
4.990458,-4.123,0.200,1.114,4.276
4.990965,-4.253,0.130,0.975,4.365
4.993065,-4.366,0.040,0.849,4.448
4.995247,-4.462,-0.046,0.735,4.522
4.997991,-4.545,-0.128,0.638,4.591
4.999467,-4.614,-0.193,0.547,4.651
5.001622,-4.674,-0.237,0.460,4.703
5.003707,-4.720,-0.259,0.380,4.742
5.007800,-4.754,-0.254,0.299,4.770
5.009688,-4.773,-0.217,0.221,4.783
5.011068,-4.781,-0.155,0.145,4.785
5.012214,-4.775,-0.055,0.072,4.775
5.017801,-4.764,0.059,0.005,4.764
5.024245,-4.677,0.469,-0.170,4.703
5.027234,-4.569,0.790,-0.308,4.647
5.029490,-4.541,0.847,-0.331,4.631
5.033677,-4.522,0.871,-0.348,4.618
5.033710,-4.516,0.874,-0.354,4.613
5.035593,-4.527,0.859,-0.361,4.621
5.037765,-4.547,0.817,-0.353,4.634
5.041783,-4.580,0.766,-0.341,4.656
5.041816,-4.618,0.705,-0.321,4.683
5.044152,-4.660,0.644,-0.296,4.713
5.046087,-4.705,0.589,-0.260,4.749
5.049620,-4.745,0.539,-0.220,4.781
5.050528,-4.788,0.490,-0.172,4.816
5.052844,-4.834,0.443,-0.120,4.856
5.057449,-4.881,0.407,-0.060,4.898
5.057512,-4.930,0.376,0.002,4.944
5.059148,-4.974,0.343,0.069,4.986
5.061218,-5.018,0.304,0.142,5.029
5.065998,-5.051,0.282,0.215,5.063
5.066043,-5.085,0.241,0.292,5.099
5.067443,-5.110,0.198,0.368,5.128
5.069781,-5.136,0.148,0.446,5.158
5.077481,-5.152,0.103,0.520,5.179
5.086945,-5.142,-0.081,0.789,5.203
5.095850,-5.060,-0.082,0.933,5.146
5.098955,-5.014,0.177,0.873,5.093
5.101248,-5.018,0.255,0.829,5.092
5.103382,-5.026,0.337,0.777,5.097
5.105795,-5.036,0.425,0.713,5.104
5.107644,-5.054,0.506,0.642,5.120
5.109941,-5.071,0.582,0.564,5.136
5.111611,-5.086,0.652,0.478,5.150
5.114088,-5.101,0.715,0.385,5.165
5.115868,-5.109,0.768,0.282,5.174
5.117977,-5.109,0.811,0.170,5.176
5.120456,-5.101,0.852,0.058,5.172
5.123207,-5.089,0.885,-0.061,5.165
5.124579,-5.067,0.914,-0.192,5.152
5.126640,-5.040,0.936,-0.328,5.136
5.131716,-5.005,0.941,-0.472,5.115
5.135358,-4.829,0.962,-0.948,5.015
5.137505,-4.755,0.980,-1.122,4.983
5.141789,-4.678,1.005,-1.300,4.958
5.141816,-4.594,1.027,-1.477,4.934
5.143593,-4.506,1.057,-1.657,4.916
5.145704,-4.404,1.095,-1.833,4.894
5.151014,-4.291,1.133,-2.005,4.870
5.153956,-3.857,1.272,-2.477,4.757
5.159023,-3.692,1.319,-2.618,4.715
5.159048,-3.527,1.361,-2.749,4.674
5.160330,-3.355,1.407,-2.866,4.632
5.162489,-3.187,1.444,-2.971,4.591
5.169377,-3.021,1.473,-3.062,4.547
5.177944,-2.528,1.494,-3.228,4.364
5.185103,-2.148,1.688,-3.313,4.295
5.192918,-2.425,2.088,-3.255,4.565
5.200817,-2.768,1.721,-2.737,4.256
5.203057,-2.397,0.670,-2.018,3.204
5.207182,-2.203,0.514,-1.808,2.896
5.207262,-2.029,0.509,-1.619,2.645
5.209649,-1.870,0.516,-1.444,2.419
5.211719,-1.731,0.462,-1.266,2.194
5.218824,-1.624,0.406,-1.089,1.997
5.226519,-1.257,0.293,-0.495,1.383
5.237155,-1.080,0.461,-0.400,1.240
5.249721,-1.534,0.114,-0.466,1.608
5.253822,-1.676,-0.812,0.347,1.895
5.257990,-1.585,-0.711,0.481,1.802
5.258153,-1.469,-0.552,0.597,1.679
5.260087,-1.321,-0.387,0.695,1.542
5.261924,-1.185,-0.188,0.773,1.427
5.270283,-1.053,0.017,0.837,1.345
5.277715,-0.710,0.566,0.943,1.309
5.284118,-0.506,0.093,1.015,1.138
5.296356,-0.319,-0.373,1.065,1.173
5.300022,0.182,-0.954,1.059,1.437
5.302142,0.296,-1.042,1.053,1.511
5.305578,0.415,-1.135,1.049,1.601
5.306622,0.541,-1.235,1.047,1.707
5.309293,0.667,-1.344,1.042,1.827
5.310694,0.795,-1.456,1.037,1.957
5.319055,0.930,-1.593,1.040,2.117
5.321525,1.852,-2.469,1.065,3.265
5.327650,2.266,-2.877,1.074,3.817
5.335481,3.767,-3.952,1.057,5.561
5.342284,5.899,-4.035,0.045,7.147
5.344864,7.578,-4.162,-0.558,8.664
5.350476,7.885,-4.012,-0.726,8.877
5.350552,8.008,-3.567,-0.848,8.808
5.351002,7.929,-2.800,-0.904,8.457
5.353111,7.627,-1.949,-0.888,7.922
5.359329,7.223,-1.195,-0.780,7.362
5.361850,5.269,-1.076,-0.396,5.393
5.366489,4.550,-0.866,-0.384,4.647
5.366531,3.884,-0.599,-0.369,3.947
5.368850,3.310,-0.415,-0.308,3.350
5.370221,2.899,-0.293,-0.183,2.920
5.373743,2.646,-0.233,-0.018,2.657
5.374628,2.483,-0.233,0.137,2.497
5.376755,2.357,-0.239,0.237,2.381
5.378680,2.219,-0.219,0.272,2.246
5.382515,2.062,-0.170,0.253,2.085
5.382868,1.899,-0.119,0.210,1.914
5.384733,1.742,-0.077,0.167,1.752
5.387040,1.598,-0.054,0.133,1.604
5.391305,1.464,-0.051,0.105,1.468
5.391335,1.329,-0.049,0.077,1.332
5.393265,1.180,-0.054,0.045,1.182
5.395366,1.008,-0.056,0.017,1.010
5.400674,0.845,-0.039,-0.004,0.846
5.400715,0.722,-0.034,-0.009,0.723
5.401653,0.637,-0.037,-0.005,0.638
5.403821,0.578,-0.044,-0.003,0.580
5.410426,0.534,-0.055,0.002,0.537
5.412906,0.414,-0.059,0.026,0.419
5.416246,0.380,-0.053,0.032,0.385
5.418891,0.316,-0.050,0.038,0.323
5.421251,0.290,-0.049,0.038,0.296
5.424159,0.261,-0.048,0.036,0.268
5.425348,0.239,-0.050,0.036,0.247
5.427377,0.220,-0.056,0.034,0.230
5.433662,0.208,-0.060,0.029,0.218
5.435883,0.171,-0.065,0.021,0.184
5.438001,0.162,-0.066,0.017,0.176
5.442879,0.154,-0.061,0.016,0.166
5.442955,0.143,-0.060,0.016,0.156
5.446062,0.134,-0.051,0.015,0.145
5.446544,0.122,-0.042,0.016,0.130
5.449274,0.111,-0.035,0.018,0.118
5.450352,0.103,-0.026,0.018,0.107
5.452512,0.092,-0.018,0.019,0.095
5.456124,0.079,-0.007,0.019,0.082
5.457206,0.073,0.005,0.021,0.076
5.459152,0.067,0.013,0.022,0.072
5.461228,0.062,0.016,0.019,0.067
5.464741,0.060,0.017,0.022,0.066
5.465386,0.056,0.016,0.019,0.062
5.467324,0.059,0.021,0.018,0.065
5.469561,0.059,0.017,0.018,0.064
5.479023,0.059,0.020,0.016,0.064
5.482067,0.071,0.006,0.012,0.072
5.484225,0.072,0.004,0.011,0.073
5.486449,0.075,-0.001,0.010,0.075
5.489282,0.072,-0.002,0.011,0.073
5.490940,0.077,-0.001,0.011,0.078
5.493107,0.079,-0.009,0.011,0.081
5.495031,0.082,-0.016,0.011,0.084
5.497381,0.087,-0.017,0.011,0.089
5.499466,0.090,-0.018,0.010,0.093
5.501177,0.087,-0.026,0.011,0.091
5.503351,0.089,-0.024,0.010,0.093
5.506218,0.088,-0.027,0.012,0.093
5.507715,0.088,-0.033,0.011,0.095
5.510116,0.093,-0.042,0.012,0.102
5.511734,0.095,-0.039,0.013,0.104
5.513997,0.097,-0.045,0.015,0.108
5.516016,0.104,-0.033,0.013,0.110
5.518103,0.106,-0.032,0.015,0.112
5.520425,0.103,-0.045,0.017,0.113
5.525240,0.105,-0.053,0.017,0.119
5.529268,0.112,-0.054,0.019,0.126
5.533790,0.114,-0.060,0.021,0.130
5.537132,0.115,-0.071,0.021,0.137
5.542085,0.111,-0.071,0.019,0.133
5.542113,0.111,-0.082,0.018,0.139
5.543938,0.108,-0.078,0.019,0.134
5.546016,0.104,-0.075,0.019,0.129
5.551653,0.097,-0.075,0.019,0.123
5.554516,0.090,-0.076,0.019,0.120
5.558739,0.092,-0.082,0.019,0.124
5.558801,0.090,-0.083,0.019,0.124
5.560762,0.088,-0.083,0.019,0.123
5.562754,0.089,-0.086,0.019,0.125
5.565037,0.089,-0.100,0.021,0.136
5.567043,0.089,-0.103,0.019,0.137
5.569050,0.092,-0.109,0.019,0.144
5.573301,0.093,-0.116,0.021,0.150
5.573367,0.094,-0.121,0.019,0.154
5.575402,0.098,-0.133,0.018,0.166
5.577509,0.100,-0.139,0.019,0.173
5.582729,0.100,-0.145,0.018,0.177
5.582749,0.105,-0.151,0.018,0.185
5.583977,0.104,-0.155,0.019,0.188
5.585829,0.105,-0.164,0.019,0.195
5.591600,0.108,-0.164,0.021,0.197
5.594332,0.105,-0.165,0.022,0.197
5.603386,0.103,-0.169,0.022,0.199
5.611013,0.101,-0.178,0.019,0.206
5.617519,0.101,-0.169,0.021,0.198
5.619805,0.101,-0.148,0.023,0.181
5.623841,0.101,-0.142,0.023,0.176
5.624205,0.101,-0.137,0.023,0.172
5.626294,0.097,-0.131,0.024,0.164
5.632946,0.099,-0.127,0.024,0.163
5.636928,0.095,-0.097,0.023,0.138
5.640576,0.097,-0.089,0.024,0.134
5.640997,0.093,-0.088,0.024,0.130
5.642988,0.093,-0.082,0.023,0.126
5.645152,0.094,-0.084,0.024,0.129
5.650523,0.095,-0.081,0.024,0.127
5.653572,0.095,-0.071,0.024,0.121
5.659152,0.097,-0.073,0.024,0.124
5.673329,0.099,-0.071,0.024,0.124
5.677260,0.105,-0.065,0.024,0.126
5.682173,0.109,-0.062,0.023,0.127
5.685566,0.114,-0.061,0.024,0.131
5.687666,0.116,-0.057,0.024,0.132
5.694524,0.119,-0.054,0.023,0.132
5.702567,0.120,-0.053,0.022,0.133
5.707985,0.127,-0.055,0.022,0.140
5.708008,0.130,-0.056,0.021,0.143
5.709332,0.132,-0.055,0.019,0.144
5.717134,0.132,-0.055,0.021,0.144
5.719348,0.140,-0.055,0.021,0.152
5.725201,0.139,-0.055,0.019,0.151
5.725270,0.140,-0.055,0.021,0.152
5.726199,0.142,-0.054,0.022,0.153
5.729343,0.140,-0.051,0.021,0.151
5.733115,0.144,-0.051,0.021,0.154
5.733188,0.145,-0.051,0.019,0.155
5.734576,0.147,-0.043,0.021,0.154
5.736712,0.148,-0.044,0.019,0.155
5.741244,0.149,-0.044,0.019,0.157
5.741278,0.151,-0.042,0.021,0.158
5.742791,0.151,-0.042,0.019,0.158
5.744914,0.156,-0.038,0.018,0.162
5.749031,0.155,-0.032,0.018,0.159
5.749277,0.153,-0.033,0.017,0.157
5.751346,0.158,-0.032,0.016,0.162
5.753076,0.161,-0.032,0.013,0.165
5.758516,0.166,-0.031,0.016,0.170
5.758545,0.170,-0.035,0.015,0.174
5.759861,0.172,-0.039,0.013,0.177
5.761803,0.180,-0.042,0.011,0.185
5.765888,0.183,-0.042,0.012,0.188
5.766148,0.187,-0.039,0.012,0.191
5.769273,0.195,-0.035,0.013,0.199
5.770938,0.195,-0.043,0.012,0.200
5.774909,0.203,-0.040,0.012,0.207
5.774978,0.209,-0.035,0.011,0.212
5.777194,0.211,-0.039,0.011,0.215
5.778833,0.216,-0.037,0.012,0.220
5.782905,0.220,-0.035,0.011,0.223
5.783130,0.226,-0.035,0.011,0.229
5.785710,0.227,-0.039,0.011,0.231
5.790762,0.230,-0.044,0.011,0.234
5.793412,0.235,-0.035,0.007,0.237
5.795462,0.236,-0.029,0.006,0.238
5.799240,0.236,-0.029,0.002,0.238
5.799760,0.231,-0.031,0.001,0.233
5.802316,0.233,-0.024,-0.001,0.235
5.807136,0.230,-0.023,-0.004,0.231
5.807176,0.226,-0.024,-0.004,0.227
5.809137,0.219,-0.024,-0.001,0.220
5.810520,0.216,-0.028,-0.003,0.218
5.816607,0.211,-0.027,-0.001,0.213
5.819139,0.200,-0.016,-0.001,0.201
5.825984,0.197,-0.013,-0.001,0.197
5.840033,0.178,-0.011,-0.001,0.179
5.844595,0.120,0.007,0.005,0.120
5.849393,0.112,0.012,0.006,0.113
5.852966,0.098,0.021,0.007,0.100
5.858685,0.093,0.024,0.010,0.096
5.861271,0.076,0.023,0.013,0.080
5.868298,0.073,0.027,0.015,0.079
5.880115,0.065,0.042,0.022,0.080
5.882313,0.100,0.077,0.034,0.131
5.884509,0.137,0.093,0.036,0.169
5.886855,0.176,0.125,0.041,0.220
5.889614,0.236,0.164,0.046,0.291
5.890702,0.330,0.217,0.061,0.400
5.892820,0.464,0.302,0.078,0.559
5.895309,0.679,0.400,0.093,0.793
5.898876,1.034,0.453,0.094,1.133
5.899447,1.532,0.561,0.094,1.634
5.901417,2.160,0.682,0.106,2.268
5.903699,2.915,0.746,0.133,3.012
5.907628,3.759,0.750,0.176,3.837
5.907660,4.641,0.770,0.221,4.710
5.909868,5.563,0.786,0.282,5.625
5.911916,6.515,0.757,0.360,6.569
5.920968,7.401,0.904,0.452,7.470
5.924791,10.645,1.789,0.491,10.805
5.927318,10.937,2.060,0.509,11.141
5.932788,11.195,2.434,0.524,11.468
5.935413,11.722,3.272,0.540,12.182
5.944057,11.902,3.520,0.573,12.425
5.953422,11.754,3.230,1.070,12.237
5.959602,12.134,1.624,1.883,12.386
5.959664,12.250,1.228,1.953,12.466
5.960701,12.427,0.997,1.958,12.620
5.967024,12.587,0.848,1.979,12.770
5.969222,12.664,0.255,1.820,12.797
5.975002,12.398,0.088,1.664,12.510
5.975135,11.944,-0.077,1.526,12.041
5.975601,11.334,-0.144,1.398,11.421
5.977779,10.585,-0.224,1.283,10.665
5.987167,9.712,-0.412,1.192,9.793
5.989386,6.993,-1.395,-0.098,7.132
5.992345,6.414,-0.826,-0.908,6.530
5.994450,5.427,-1.065,-0.931,5.608
5.997908,3.769,-1.451,-0.839,4.125
5.999143,1.961,-1.815,-0.844,2.802
6.001092,0.337,-2.557,-0.793,2.698
6.003235,-1.112,-3.519,-0.759,3.767
6.008548,-2.199,-4.197,-0.715,4.792
6.011380,-3.282,-4.239,-0.472,5.382
6.017990,-3.403,-3.569,-0.396,4.947
6.020199,-3.741,-1.688,-0.292,4.115
6.030309,-3.884,-1.158,-0.345,4.068
6.032628,-4.527,0.534,-0.577,4.594
6.034867,-4.538,0.645,-0.561,4.617
6.036958,-4.476,0.640,-0.521,4.552
6.041154,-4.337,0.511,-0.460,4.391
6.041176,-4.133,0.274,-0.385,4.160
6.043133,-3.895,-0.035,-0.303,3.907
6.045282,-3.644,-0.391,-0.224,3.672
6.051531,-3.407,-0.760,-0.146,3.494
6.063879,-2.888,-1.680,-0.018,3.341
6.066633,-2.892,-1.907,-0.146,3.467
6.069187,-2.963,-1.792,-0.199,3.468
6.076097,-3.037,-1.660,-0.249,3.470
6.087429,-3.440,-1.206,-0.380,3.665
6.090164,-4.093,-0.922,-0.353,4.210
6.092232,-4.221,-0.861,-0.345,4.322
6.093910,-4.342,-0.771,-0.339,4.423
6.099415,-4.456,-0.665,-0.335,4.517
6.099470,-4.556,-0.546,-0.332,4.600
6.100900,-4.649,-0.420,-0.325,4.679
6.102751,-4.734,-0.281,-0.318,4.753
6.109959,-4.798,-0.143,-0.324,4.811
6.117585,-4.778,0.151,-0.556,4.813
6.124414,-4.767,0.413,-0.816,4.854
6.128800,-4.713,0.635,-0.893,4.839
6.134787,-4.679,0.685,-0.904,4.815
6.145487,-4.566,0.718,-0.901,4.709
6.149573,-4.612,0.775,-0.758,4.738
6.151351,-4.628,0.776,-0.712,4.746
6.153397,-4.646,0.771,-0.665,4.756
6.160531,-4.663,0.759,-0.612,4.764
6.170884,-4.735,0.645,-0.407,4.796
6.174784,-4.862,0.419,-0.212,4.885
6.176463,-4.886,0.379,-0.188,4.904
6.178612,-4.905,0.347,-0.170,4.920
6.181191,-4.928,0.319,-0.160,4.941
6.183117,-4.949,0.305,-0.154,4.961
6.185312,-4.972,0.303,-0.154,4.984
6.189356,-4.997,0.312,-0.157,5.009
6.189560,-5.018,0.321,-0.164,5.031
6.191454,-5.038,0.342,-0.176,5.053
6.193458,-5.051,0.368,-0.196,5.068
6.195823,-5.062,0.396,-0.218,5.082
6.201234,-5.073,0.430,-0.244,5.097
6.204163,-5.093,0.561,-0.320,5.134
6.208424,-5.089,0.610,-0.350,5.137
6.209148,-5.078,0.656,-0.385,5.134
6.210444,-5.060,0.702,-0.423,5.126
6.217326,-5.043,0.744,-0.462,5.119
6.223850,-4.943,0.908,-0.645,5.067
6.227266,-4.797,0.982,-0.819,4.964
6.232771,-4.735,1.004,-0.882,4.920
6.235703,-4.512,1.070,-1.067,4.758
6.246694,-4.418,1.101,-1.128,4.690
6.249157,-3.949,1.332,-1.386,4.391
6.252886,-3.685,1.316,-1.444,4.171
6.257112,-2.827,0.233,-1.249,3.099
6.257137,-1.285,-1.804,-0.949,2.410
6.259023,-0.220,-2.823,-0.741,2.927
6.261313,-0.219,-2.208,-0.562,2.289
6.273580,-0.555,-1.185,-0.493,1.398
6.275958,-2.296,1.737,-1.466,3.231
6.278043,-2.386,1.015,-1.535,3.013
6.284176,-2.447,0.287,-1.522,2.896
6.286531,-2.869,-0.555,-1.218,3.166
6.293107,-2.771,-0.880,-1.075,3.100
6.301533,-2.654,-0.264,-0.819,2.790
6.308812,-2.690,0.775,-0.797,2.911
6.312085,-2.645,1.129,-0.661,2.951
6.319714,-2.662,1.255,-0.591,3.002
6.326723,-2.619,1.301,-0.352,2.946
6.331824,-2.563,1.177,-0.306,2.837
6.331856,-2.563,1.181,-0.320,2.840
6.333206,-2.514,1.144,-0.334,2.782
6.335374,-2.425,1.067,-0.341,2.671
6.339272,-2.280,0.964,-0.339,2.498
6.339550,-2.085,0.803,-0.329,2.259
6.341698,-1.862,0.585,-0.313,1.977
6.343810,-1.646,0.324,-0.287,1.702
6.350483,-1.495,0.165,-0.266,1.528
6.360458,-1.111,-0.147,-0.262,1.150
6.372767,-0.641,0.011,-0.451,0.784
6.375450,0.158,-0.093,-0.725,0.747
6.377622,0.476,-0.516,-0.742,1.021
6.381722,0.775,-0.894,-0.763,1.408
6.381902,1.049,-1.232,-0.786,1.799
6.383946,1.333,-1.596,-0.806,2.230
6.386064,1.636,-2.015,-0.821,2.722
6.395429,1.955,-2.425,-0.828,3.223
6.398941,4.476,-3.438,-0.573,5.673
6.401002,5.269,-3.460,-0.469,6.321
6.403108,6.107,-3.499,-0.376,7.049
6.406409,6.959,-3.549,-0.323,7.818
6.407194,7.762,-3.547,-0.317,8.539
6.409374,8.485,-3.366,-0.329,9.134
6.411427,9.026,-2.885,-0.321,9.481
6.416106,9.224,-2.403,-0.285,9.536
6.416138,9.207,-2.087,-0.237,9.443
6.417803,8.948,-1.850,-0.209,9.140
6.419940,8.437,-1.699,-0.179,8.609
6.425061,7.719,-1.470,-0.148,7.859
6.429190,4.775,-0.602,-0.011,4.812
6.439312,3.790,-0.435,0.067,3.815
6.445750,1.389,0.032,0.146,1.397
6.449620,1.448,0.017,0.068,1.449
6.451641,1.407,0.015,0.034,1.408
6.453787,1.302,0.017,0.010,1.303
6.456422,1.146,0.026,-0.005,1.146
6.458026,0.972,0.027,-0.011,0.973
6.460197,0.801,0.040,-0.014,0.803
6.465038,0.663,0.051,-0.011,0.665
6.469081,0.549,0.078,0.017,0.554
6.474231,0.568,0.073,0.028,0.573
6.477172,0.540,0.067,0.056,0.547
6.485324,0.512,0.057,0.061,0.519
6.493543,0.373,0.051,0.058,0.381
6.500202,0.219,-0.011,0.041,0.223
6.502456,0.188,-0.022,0.032,0.192
6.505542,0.187,-0.012,0.033,0.190
6.506681,0.187,-0.011,0.032,0.190
6.508977,0.188,-0.012,0.033,0.191
6.510932,0.191,-0.005,0.036,0.194
6.513461,0.197,-0.001,0.039,0.201
6.515192,0.195,0.004,0.041,0.200
6.517312,0.198,0.005,0.043,0.203
6.519541,0.197,-0.005,0.046,0.202
6.522720,0.193,-0.001,0.046,0.199
6.523626,0.187,-0.007,0.046,0.193
6.525829,0.186,-0.011,0.047,0.192
6.530601,0.180,-0.001,0.041,0.184
6.530623,0.170,-0.017,0.040,0.175
6.532117,0.160,-0.021,0.036,0.165
6.534259,0.151,-0.023,0.032,0.156
6.536321,0.145,-0.029,0.028,0.151
6.543082,0.139,-0.032,0.024,0.145
6.554342,0.137,-0.048,0.016,0.146
6.557517,0.158,-0.081,0.015,0.178
6.559609,0.164,-0.086,0.013,0.185
6.561742,0.169,-0.097,0.013,0.195
6.564057,0.171,-0.101,0.015,0.199
6.565976,0.175,-0.110,0.013,0.207
6.569265,0.178,-0.116,0.013,0.213
6.570294,0.183,-0.123,0.016,0.221
6.574109,0.191,-0.127,0.015,0.230
6.574475,0.195,-0.128,0.015,0.234
6.576582,0.205,-0.133,0.017,0.245
6.582760,0.215,-0.136,0.017,0.255
